,Vreme,SO2 [ug.m-3],O3 [ug.m-3],NO2 [ug.m-3],NOX [ug.m-3],CO [mg.m-3],NO [ug.m-3],V [m/s],dd [°],P [mb],t [°C],Rh [%]
580,2019-11-27 22:00:00,12.15,36.14,15.87,22.35,0.43,4.21,0.69,99.68,1000.84,14.62,58.59
581,2019-11-27 23:00:00,8.9,13.01,38.2,59.07,0.49,13.19,0.55,11.19,1000.76,14.62,63.85
582,2019-11-28 00:00:00,5.6,9.12,26.19,38.05,0.53,7.95,0.18,45.81,1000.68,12.49,74.12
583,2019-11-28 01:00:00,3.99,8.51,14.59,20.99,0.56,4.19,0.16,35.95,1000.85,11.31,80.3
584,2019-11-28 02:00:00,3.1,8.16,11.46,17.65,0.53,4.03,0.4,63.89,1001.08,10.59,82.84
585,2019-11-28 03:00:00,2.74,9.27,9.0,14.21,0.48,3.43,0.42,62.98,1000.52,10.52,84.48
586,2019-11-28 04:00:00,3.65,8.5,11.18,17.39,0.44,4.04,0.46,44.18,999.99,10.81,85.92
587,2019-11-28 05:00:00,3.91,11.64,13.64,21.34,0.39,4.99,0.68,49.89,999.8,11.79,85.55
588,2019-11-28 06:00:00,4.09,18.23,13.19,21.4,0.36,5.35,0.77,93.0,999.8,12.7,82.27
589,2019-11-28 07:00:00,7.14,10.12,41.27,139.24,0.72,62.12,0.45,93.97,999.98,14.01,74.9
590,2019-11-28 08:00:00,8.42,2.96,52.38,161.81,0.84,72.46,0.5,46.66,999.89,14.06,73.59
591,2019-11-28 09:00:00,7.74,3.11,46.4,137.11,0.67,58.53,0.48,24.24,999.86,14.14,75.29
592,2019-11-28 10:00:00,8.48,5.44,51.6,136.85,0.82,54.44,0.54,30.58,999.5,15.27,72.72
593,2019-11-28 11:00:00,11.59,35.98,23.06,37.3,0.38,9.54,0.51,130.2,999.31,16.48,64.35
594,2019-11-28 12:00:00,11.74,55.99,8.34,12.44,0.26,2.72,0.8,157.85,998.74,16.89,60.74
595,2019-11-28 13:00:00,10.49,61.57,,,,,1.3,162.26,998.38,17.04,59.74
596,2019-11-28 14:00:00,10.37,56.68,6.71,10.5,0.27,2.44,1.19,169.57,998.4,16.51,63.83
597,2019-11-28 15:00:00,7.19,48.04,8.28,11.93,0.3,2.72,0.94,161.85,999.05,15.55,69.74
598,2019-11-28 16:00:00,,,6.51,11.1,0.28,3.0,1.16,138.29,998.92,14.13,79.15
599,2019-11-28 17:00:00,4.86,52.17,4.38,8.6,0.24,2.75,1.42,156.36,998.31,14.12,78.22
600,2019-11-28 18:00:00,6.21,60.16,5.44,9.7,0.25,2.79,0.73,190.86,998.24,14.29,72.86
601,2019-11-28 19:00:00,6.19,54.83,4.15,8.6,0.26,2.94,0.94,179.24,998.53,13.61,76.69
602,2019-11-28 20:00:00,5.66,52.9,5.56,9.43,0.24,2.52,0.82,158.08,998.71,13.43,77.22
603,2019-11-28 21:00:00,6.28,50.95,4.59,8.14,0.26,2.31,0.48,158.91,998.79,13.45,77.31
604,2019-11-28 22:00:00,6.73,47.27,5.24,8.88,0.27,2.36,0.32,181.55,999.18,13.44,77.39
605,2019-11-28 23:00:00,6.3,35.67,4.94,9.65,0.28,3.07,0.35,159.27,999.41,12.71,82.1
606,2019-11-29 00:00:00,5.24,30.28,4.5,8.7,0.29,2.76,0.58,132.47,999.28,12.36,85.36
607,2019-11-29 01:00:00,4.37,31.78,2.81,6.29,0.27,2.29,0.34,140.57,999.44,12.28,85.96
608,2019-11-29 02:00:00,5.19,29.48,2.09,6.08,0.27,2.54,0.36,136.12,999.7,11.98,84.96
609,2019-11-29 03:00:00,5.7,20.3,8.6,14.87,0.27,3.91,0.48,137.57,1000.0,11.58,84.54
610,2019-11-29 04:00:00,5.89,18.65,9.16,14.36,0.26,3.52,0.46,124.32,1000.47,11.29,84.47
611,2019-11-29 05:00:00,6.07,14.29,9.07,15.14,0.3,3.94,0.21,104.82,1000.86,11.53,83.51
612,2019-11-29 06:00:00,5.81,4.53,24.63,55.05,0.5,19.64,0.07,51.33,1001.03,11.68,82.63
613,2019-11-29 07:00:00,5.82,1.95,33.08,82.81,0.63,32.41,0.15,128.11,1001.5,11.93,82.75
614,2019-11-29 08:00:00,5.71,10.44,36.26,60.52,0.46,15.94,0.18,189.89,1001.9,12.34,82.32
615,2019-11-29 09:00:00,5.56,16.37,35.74,57.03,0.45,13.93,0.16,299.8,1002.13,12.94,81.08
616,2019-11-29 10:00:00,7.21,32.19,29.13,44.57,0.41,10.23,0.04,287.61,1002.5,14.12,76.18
617,2019-11-29 11:00:00,8.81,52.49,13.3,20.4,0.28,4.64,0.11,80.17,1002.44,15.24,67.39
618,2019-11-29 12:00:00,8.14,53.06,15.28,23.37,0.32,5.3,0.45,348.96,1002.69,16.45,61.77
619,2019-11-29 13:00:00,7.51,54.34,17.53,26.35,0.33,5.78,0.88,325.49,1002.53,16.89,60.43
620,2019-11-29 14:00:00,7.18,53.16,19.09,27.68,0.32,5.48,0.77,314.13,1002.6,16.2,60.68
621,2019-11-29 15:00:00,7.56,28.05,44.04,64.3,0.45,13.29,0.62,329.89,1003.06,15.9,62.26
622,2019-11-29 16:00:00,6.76,4.77,54.48,77.01,0.55,14.82,0.82,138.79,1003.58,13.57,69.03
623,2019-11-29 17:00:00,6.24,4.04,43.9,66.01,0.55,14.52,0.74,141.25,1003.6,11.55,76.36
624,2019-11-29 18:00:00,5.55,7.95,35.45,46.21,0.47,7.0,0.63,130.64,1003.6,11.11,78.46
625,2019-11-29 19:00:00,5.69,3.17,42.51,62.52,0.6,13.02,0.52,133.3,1003.76,10.96,78.96
626,2019-11-29 20:00:00,6.23,3.32,43.48,82.31,0.72,24.93,0.18,126.49,1003.92,11.07,77.42
627,2019-11-29 21:00:00,7.01,2.7,49.24,106.51,0.78,37.38,0.21,51.37,1004.02,12.43,75.18
628,2019-11-29 22:00:00,7.56,6.95,48.42,100.36,0.66,34.68,0.2,349.92,1004.19,13.7,71.48
629,2019-11-29 23:00:00,6.78,5.34,44.65,68.76,0.61,15.95,0.59,112.51,1004.17,12.3,77.99
630,2019-11-30 00:00:00,5.92,33.49,10.85,17.01,0.31,4.23,1.37,145.17,1004.15,11.35,83.64
631,2019-11-30 01:00:00,5.75,33.74,9.21,14.42,0.32,3.41,1.16,312.51,1005.49,10.88,83.84
632,2019-11-30 02:00:00,5.35,37.39,8.03,12.89,0.26,3.14,0.36,329.22,1006.25,10.15,86.12
633,2019-11-30 03:00:00,5.11,34.11,8.11,13.01,0.27,3.22,0.59,292.3,1007.3,10.01,88.01
634,2019-11-30 04:00:00,5.0,24.06,4.91,9.51,0.29,2.98,0.91,331.17,1008.55,8.36,88.9
635,2019-11-30 05:00:00,4.72,34.44,6.28,10.56,0.26,2.8,0.5,309.25,1009.84,7.37,85.79
636,2019-11-30 06:00:00,4.61,39.18,12.57,17.78,0.25,3.34,1.21,297.67,1011.07,7.26,77.72
637,2019-11-30 07:00:00,4.16,34.6,18.0,25.03,0.24,4.56,1.43,304.18,1012.68,6.99,73.55
638,2019-11-30 08:00:00,4.14,39.91,15.07,23.22,0.28,5.36,1.15,310.3,1014.03,6.92,70.98
639,2019-11-30 09:00:00,4.7,51.47,11.18,19.44,0.24,5.42,1.98,307.58,1014.98,7.45,66.69
640,2019-11-30 10:00:00,3.83,53.47,11.53,21.2,0.22,6.3,1.94,312.0,1015.64,8.03,60.65
641,2019-11-30 11:00:00,3.79,54.64,13.72,23.63,0.22,6.43,2.42,303.22,1015.57,8.24,55.46
642,2019-11-30 12:00:00,3.25,57.33,13.61,22.98,0.22,6.08,2.35,296.98,1015.76,8.69,51.93
643,2019-11-30 13:00:00,2.87,61.8,11.6,19.04,0.21,4.85,1.93,304.2,1015.83,9.04,47.16
644,2019-11-30 14:00:00,2.94,55.35,20.82,29.95,0.22,5.94,2.0,311.76,1016.05,8.7,42.57
645,2019-11-30 15:00:00,2.7,56.43,17.62,24.13,0.22,4.24,1.37,323.43,1016.69,8.06,43.01
646,2019-11-30 16:00:00,3.37,30.29,36.36,48.02,0.32,7.52,1.33,301.86,1017.27,6.82,51.54
647,2019-11-30 17:00:00,3.18,33.97,32.03,42.89,0.31,7.22,1.39,302.81,1018.0,5.74,54.36
648,2019-11-30 18:00:00,3.19,24.09,38.82,52.18,0.37,8.59,0.66,289.15,1018.55,4.93,54.1
649,2019-11-30 19:00:00,3.11,11.29,46.21,59.99,0.62,9.05,0.34,178.62,1018.97,4.1,58.67
650,2019-11-30 20:00:00,3.07,12.9,45.04,57.99,0.65,8.41,0.11,230.72,1019.35,4.05,58.88
651,2019-11-30 21:00:00,2.52,19.07,34.41,43.2,0.77,5.83,0.43,166.6,1019.83,3.48,60.11
652,2019-11-30 22:00:00,2.63,26.06,25.65,31.15,0.63,3.61,0.42,173.35,1020.27,3.02,62.43
653,2019-11-30 23:00:00,2.55,29.61,19.03,24.18,0.58,3.37,0.53,164.81,1020.67,2.67,63.38
654,2019-12-01 00:00:00,2.6,34.46,14.2,18.37,0.43,2.75,0.55,144.42,1020.7,2.62,64.33
655,2019-12-01 01:00:00,1.97,22.92,21.85,26.74,0.34,3.18,0.8,127.23,1020.92,2.0,67.07
656,2019-12-01 02:00:00,2.03,24.98,16.64,21.34,0.3,3.12,0.8,128.39,1020.97,1.5,70.93
657,2019-12-01 03:00:00,1.83,23.67,16.67,21.98,0.26,3.48,0.67,133.19,1020.94,1.15,72.37
658,2019-12-01 04:00:00,2.04,22.42,14.64,19.18,0.25,2.98,0.7,136.62,1021.12,0.86,73.6
659,2019-12-01 05:00:00,2.08,29.95,8.97,13.38,0.22,2.85,0.77,134.51,1021.39,0.53,74.87
660,2019-12-01 06:00:00,1.9,22.04,18.22,23.73,0.23,3.52,0.98,130.43,1021.39,0.27,75.2
661,2019-12-01 07:00:00,2.45,17.63,29.44,38.71,0.31,6.09,0.38,109.15,1021.68,1.07,74.1
662,2019-12-01 08:00:00,2.31,34.64,16.48,24.7,0.34,5.36,0.38,68.55,1021.89,3.2,69.87
663,2019-12-01 09:00:00,3.89,45.7,17.23,26.6,0.34,6.15,0.37,82.9,1022.28,6.2,56.5
664,2019-12-01 10:00:00,2.79,66.08,6.2,11.25,0.25,3.34,1.11,120.84,1022.05,6.59,48.32
665,2019-12-01 11:00:00,3.6,71.07,2.5,6.68,0.19,2.73,1.39,148.8,1021.62,6.57,46.12
666,2019-12-01 12:00:00,2.58,71.92,3.48,7.46,0.21,2.55,0.79,112.76,1021.11,7.86,42.1
667,2019-12-01 13:00:00,3.16,70.09,5.18,9.3,0.21,2.71,1.13,122.2,1020.6,7.76,43.21
668,2019-12-01 14:00:00,3.86,63.27,,,,,0.76,97.58,1020.01,6.93,48.89
669,2019-12-01 15:00:00,4.51,44.45,25.31,32.09,0.38,4.38,0.56,108.79,1019.95,5.95,56.47
670,2019-12-01 16:00:00,3.79,47.97,22.34,27.42,0.36,3.36,0.5,89.03,1019.42,5.26,57.99
671,2019-12-01 17:00:00,,,20.72,25.94,0.51,3.41,0.61,75.16,1019.19,4.7,60.59
672,2019-12-01 18:00:00,6.82,47.17,16.33,21.3,0.45,3.28,1.02,94.78,1018.9,4.3,61.23
673,2019-12-01 19:00:00,10.49,51.41,13.22,19.04,0.35,3.78,0.66,108.25,1018.31,4.53,58.21
674,2019-12-01 20:00:00,14.29,50.1,14.21,18.42,0.38,2.73,0.81,96.56,1018.12,4.83,55.96
675,2019-12-01 21:00:00,16.62,47.13,16.48,20.81,0.37,2.85,0.81,75.82,1017.49,5.16,53.9
676,2019-12-01 22:00:00,17.28,54.68,13.37,17.12,0.31,2.43,0.93,77.87,1016.59,5.7,49.21
677,2019-12-01 23:00:00,41.46,55.71,13.3,17.25,0.3,2.58,0.82,93.55,1015.79,6.27,47.8
678,2019-12-02 00:00:00,54.23,54.38,13.33,16.75,0.29,2.24,0.6,73.77,1014.91,6.41,48.57
679,2019-12-02 01:00:00,46.26,51.19,12.22,16.09,0.31,2.55,0.65,44.18,1014.52,6.47,50.09
680,2019-12-02 02:00:00,21.52,53.02,7.37,11.23,0.3,2.58,0.54,52.09,1014.39,6.34,50.58
681,2019-12-02 03:00:00,7.61,47.15,7.35,11.27,0.31,2.53,0.62,72.95,1013.84,5.28,62.65
682,2019-12-02 04:00:00,7.74,47.98,6.97,10.98,0.27,2.68,0.66,84.43,1013.15,4.82,68.94
683,2019-12-02 05:00:00,8.07,51.16,5.23,8.6,0.25,2.15,1.05,79.03,1012.5,4.84,63.04
684,2019-12-02 06:00:00,9.35,43.9,9.33,13.2,0.26,2.47,1.33,101.94,1011.93,5.16,59.72
685,2019-12-02 07:00:00,10.48,31.93,24.5,35.32,0.35,6.96,0.82,66.79,1011.57,5.32,58.82
686,2019-12-02 08:00:00,17.86,35.74,26.75,39.96,0.35,8.12,0.77,76.47,1010.96,6.36,54.78
687,2019-12-02 09:00:00,16.99,38.96,23.19,33.42,0.35,6.74,1.07,91.66,1010.45,7.68,51.89
688,2019-12-02 10:00:00,15.87,38.35,29.46,47.43,0.38,11.21,0.78,79.92,1009.82,9.6,47.14
689,2019-12-02 11:00:00,15.68,35.87,27.12,39.89,0.39,8.33,0.73,58.07,1008.83,10.13,48.26
690,2019-12-02 12:00:00,14.7,37.88,28.25,42.22,0.37,9.04,0.62,299.01,1009.26,11.38,46.51
691,2019-12-02 13:00:00,8.01,13.5,31.2,48.62,0.46,10.96,0.95,306.36,1011.31,7.43,67.44
692,2019-12-02 14:00:00,5.5,6.38,34.45,68.18,0.55,22.2,0.62,292.35,1012.36,5.96,79.82
693,2019-12-02 15:00:00,4.61,12.1,27.78,53.09,0.47,16.29,1.46,299.58,1013.61,5.32,83.96
694,2019-12-02 16:00:00,4.19,7.41,27.77,51.19,0.45,15.8,1.43,295.26,1014.59,4.65,86.04
695,2019-12-02 17:00:00,4.07,13.26,22.12,39.39,0.45,11.24,1.41,301.25,1015.61,3.83,87.1
696,2019-12-02 18:00:00,3.96,8.59,25.66,47.44,0.47,13.7,1.33,305.47,1016.58,3.67,87.3
697,2019-12-02 19:00:00,3.59,12.25,21.0,36.02,0.46,9.8,1.21,311.04,1017.76,3.73,87.29
698,2019-12-02 20:00:00,3.51,16.23,16.02,26.2,0.38,6.66,1.46,318.92,1018.35,3.48,87.3
699,2019-12-02 21:00:00,3.35,17.36,14.06,22.26,0.39,5.37,1.15,309.18,1018.76,3.46,87.15
700,2019-12-02 22:00:00,3.31,18.37,14.98,22.36,0.41,4.8,0.66,306.16,1019.28,3.57,86.18
701,2019-12-02 23:00:00,3.18,21.03,13.1,19.63,0.35,4.26,0.85,318.77,1019.59,3.8,84.72
702,2019-12-03 00:00:00,3.22,22.28,10.66,16.57,0.35,3.88,0.63,311.06,1019.5,4.12,82.97
703,2019-12-03 01:00:00,3.02,25.16,7.21,11.3,0.34,2.66,0.6,318.79,1019.67,4.18,81.54
704,2019-12-03 02:00:00,3.25,27.04,6.71,10.56,0.34,2.5,0.36,330.17,1019.74,4.21,79.59
705,2019-12-03 03:00:00,3.26,26.35,6.06,9.77,0.32,2.45,0.35,316.55,1019.74,4.22,78.23
706,2019-12-03 04:00:00,3.27,25.88,8.26,12.63,0.31,2.83,0.27,346.88,1019.85,4.19,77.47
707,2019-12-03 05:00:00,3.33,21.68,14.17,20.27,0.31,3.95,0.44,317.43,1020.01,4.16,76.6
708,2019-12-03 06:00:00,2.56,17.93,18.82,29.42,0.37,6.81,0.18,298.98,1020.41,3.94,76.64
709,2019-12-03 07:00:00,2.77,10.7,28.85,50.77,0.47,14.54,0.04,7.84,1021.07,3.79,76.65
710,2019-12-03 08:00:00,3.22,17.33,26.24,56.57,0.54,18.72,0.39,356.32,1021.74,4.31,75.98
711,2019-12-03 09:00:00,4.31,32.9,15.76,28.79,0.35,8.59,0.28,329.97,1022.42,5.78,70.0
712,2019-12-03 10:00:00,4.65,36.73,14.92,27.1,0.33,7.44,0.75,309.32,1022.23,6.09,66.67
713,2019-12-03 11:00:00,4.08,41.24,14.38,25.01,0.3,6.96,1.06,309.87,1021.74,6.19,64.59
714,2019-12-03 12:00:00,4.5,38.3,17.81,31.59,0.33,9.24,1.0,306.97,1021.46,6.42,64.9
715,2019-12-03 13:00:00,4.74,37.3,18.66,30.35,0.34,7.91,0.83,324.15,1021.07,6.98,64.06
716,2019-12-03 14:00:00,4.24,30.68,24.01,37.34,0.36,8.65,0.61,318.99,1020.69,6.75,65.35
717,2019-12-03 15:00:00,4.09,27.18,32.78,45.84,0.39,8.49,0.62,306.91,1020.81,6.54,65.0
718,2019-12-03 16:00:00,3.93,17.19,39.13,51.81,0.51,8.22,0.11,265.86,1021.08,6.39,65.57
