,Vreme,SO2 [ug.m-3],O3 [ug.m-3],NO2 [ug.m-3],NOX [ug.m-3],CO [mg.m-3],NO [ug.m-3],V [m/s],dd [°],P [mb],t [°C],Rh [%]
348,2019-11-18 06:00:00,5.23,38.46,6.86,11.32,0.27,2.89,1.43,113.1,1005.52,14.41,73.53
349,2019-11-18 07:00:00,5.46,36.91,9.91,16.34,0.29,4.17,1.39,118.99,1005.99,14.52,74.36
350,2019-11-18 08:00:00,7.3,48.48,8.43,12.44,0.25,8.94,1.83,135.92,1007.09,15.83,69.34
351,2019-11-18 09:00:00,15.58,49.71,8.24,13.78,0.25,3.59,2.43,131.64,1008.03,16.76,66.06
352,2019-11-18 10:00:00,15.23,53.83,7.42,12.84,0.24,3.51,1.61,148.1,1009.1,17.56,62.32
353,2019-11-18 11:00:00,4.9,70.3,13.06,20.83,0.22,5.06,0.72,332.82,1010.11,18.13,48.08
354,2019-11-18 12:00:00,3.62,73.25,13.68,20.9,0.23,4.72,0.77,327.42,1010.81,18.35,42.34
355,2019-11-18 13:00:00,3.51,73.8,15.33,22.98,0.23,4.97,0.46,321.98,1011.07,19.22,37.2
356,2019-11-18 14:00:00,3.03,62.42,25.71,35.24,0.26,6.18,0.57,324.34,1011.37,18.28,37.17
357,2019-11-18 15:00:00,3.57,53.33,31.35,39.26,0.29,5.09,0.59,352.49,1011.96,17.58,41.28
358,2019-11-18 16:00:00,3.97,16.21,61.46,75.43,0.4,9.05,0.35,110.39,1012.62,15.88,47.02
359,2019-11-18 17:00:00,4.34,14.91,52.46,61.21,0.38,5.78,0.86,141.35,1013.12,12.88,58.1
360,2019-11-18 18:00:00,4.28,12.31,52.16,63.11,0.41,7.08,0.59,132.44,1013.69,12.07,61.1
361,2019-11-18 19:00:00,4.06,23.56,44.62,53.81,0.45,6.08,0.4,103.34,1014.15,13.08,58.8
362,2019-11-18 20:00:00,3.96,33.4,41.46,52.41,0.35,7.54,0.18,21.41,1014.62,13.64,55.1
363,2019-11-18 21:00:00,4.37,45.85,30.41,40.4,0.33,10.52,0.3,19.99,1014.87,13.75,54.61
364,2019-11-18 22:00:00,4.33,46.17,17.56,22.68,0.32,3.37,0.74,73.42,1014.95,13.54,59.52
365,2019-11-18 23:00:00,5.45,38.38,8.5,13.73,0.27,3.47,0.79,96.11,1014.97,13.55,72.02
366,2019-11-19 00:00:00,4.63,35.03,5.07,9.46,0.27,2.89,0.77,93.58,1015.11,12.77,77.05
367,2019-11-19 01:00:00,4.16,31.7,4.78,9.38,0.27,3.01,0.62,79.46,1015.16,12.32,79.9
368,2019-11-19 02:00:00,2.19,25.98,6.08,10.75,0.3,3.03,0.39,323.76,1015.22,11.83,81.2
369,2019-11-19 03:00:00,0.66,22.18,6.36,11.45,0.34,3.33,0.49,34.77,1015.06,11.39,81.88
370,2019-11-19 04:00:00,0.5,20.15,7.45,13.48,0.34,3.9,0.43,329.02,1015.0,11.01,82.07
371,2019-11-19 05:00:00,0.5,10.41,23.41,37.84,0.35,9.42,0.41,338.92,1015.22,11.16,81.04
372,2019-11-19 06:00:00,0.58,23.41,15.14,22.34,0.31,4.61,0.29,59.68,1015.51,11.79,78.44
373,2019-11-19 07:00:00,1.26,22.25,22.16,36.01,0.36,8.89,0.61,80.18,1015.76,12.16,76.76
374,2019-11-19 08:00:00,5.11,36.21,17.12,26.6,0.3,6.22,0.89,106.56,1015.97,14.02,70.82
375,2019-11-19 09:00:00,6.03,40.2,17.02,26.29,0.3,6.06,1.0,73.18,1015.83,14.96,66.67
376,2019-11-19 10:00:00,11.82,44.82,,,,,0.88,73.16,1015.48,16.82,61.32
377,2019-11-19 11:00:00,26.72,48.55,17.37,27.46,0.3,6.56,0.96,111.59,1014.8,18.03,57.31
378,2019-11-19 12:00:00,9.0,59.11,9.5,15.63,0.28,3.99,1.11,113.57,1014.33,18.65,55.44
379,2019-11-19 13:00:00,,,13.96,20.53,0.29,4.22,0.79,84.31,1013.78,18.85,53.83
380,2019-11-19 14:00:00,5.23,52.6,18.77,28.29,0.32,6.37,0.65,74.09,1013.61,17.95,56.3
381,2019-11-19 15:00:00,5.38,39.72,28.21,38.88,0.39,6.49,0.46,82.15,1013.55,17.26,58.23
382,2019-11-19 16:00:00,4.75,11.44,57.67,84.69,0.57,17.89,0.3,2.6,1013.39,16.6,61.46
383,2019-11-19 17:00:00,4.35,23.83,40.91,55.13,0.54,9.45,0.67,62.75,1013.4,15.89,63.8
384,2019-11-19 18:00:00,3.44,35.97,17.5,22.55,0.37,3.62,0.89,90.94,1013.27,14.98,67.14
385,2019-11-19 19:00:00,2.9,41.38,10.93,15.84,0.32,3.2,1.19,108.04,1013.25,14.29,69.8
386,2019-11-19 20:00:00,2.54,45.38,8.83,13.22,0.3,2.87,1.12,84.59,1013.07,14.18,69.86
387,2019-11-19 21:00:00,2.46,47.02,7.57,11.68,0.3,2.69,1.1,105.38,1012.87,14.11,70.18
388,2019-11-19 22:00:00,2.44,48.5,7.36,16.4,0.25,6.24,1.1,116.72,1012.5,13.73,71.64
389,2019-11-19 23:00:00,1.59,49.29,5.56,11.56,0.25,3.42,0.99,108.19,1012.03,13.39,73.92
390,2019-11-20 00:00:00,1.33,49.01,3.12,6.89,0.24,2.46,1.43,110.91,1011.56,13.08,75.32
391,2019-11-20 01:00:00,2.11,49.39,2.44,6.06,0.23,2.38,1.45,111.82,1011.26,13.04,75.21
392,2019-11-20 02:00:00,1.95,49.27,2.26,5.8,0.24,2.29,1.57,113.18,1010.45,13.04,75.4
393,2019-11-20 03:00:00,1.75,46.79,2.11,5.73,0.24,2.35,1.53,117.19,1009.8,13.11,76.74
394,2019-11-20 04:00:00,1.82,46.7,2.36,5.99,0.23,2.36,1.81,103.22,1008.96,13.22,77.31
395,2019-11-20 05:00:00,2.01,43.53,3.95,7.7,0.25,2.44,1.88,102.45,1008.54,13.61,77.37
396,2019-11-20 06:00:00,1.87,47.05,5.07,9.09,0.26,2.61,2.31,117.83,1008.33,14.04,75.85
397,2019-11-20 07:00:00,2.75,46.24,7.6,12.48,0.27,3.16,2.33,111.27,1008.16,14.17,74.57
398,2019-11-20 08:00:00,2.19,38.81,8.94,14.38,0.27,3.55,2.14,100.4,1008.06,14.03,75.85
399,2019-11-20 09:00:00,1.89,39.81,9.29,14.75,0.27,3.55,1.7,105.12,1007.87,14.0,77.65
400,2019-11-20 10:00:00,1.22,32.71,8.23,13.95,0.27,3.71,1.61,110.09,1007.78,13.64,80.66
401,2019-11-20 11:00:00,1.49,27.67,8.24,14.42,0.31,4.06,1.56,114.88,1007.28,13.5,84.13
402,2019-11-20 12:00:00,1.72,31.3,7.48,13.49,0.28,3.91,1.72,112.9,1006.88,13.83,84.21
403,2019-11-20 13:00:00,4.3,44.85,6.79,12.34,0.29,3.63,2.18,126.57,1006.58,15.18,80.28
404,2019-11-20 14:00:00,3.84,47.49,8.73,13.89,0.31,3.33,2.44,132.67,1006.0,15.43,75.81
405,2019-11-20 15:00:00,3.77,44.15,15.62,22.47,0.34,4.37,0.53,83.44,1006.03,15.84,71.37
406,2019-11-20 16:00:00,3.28,34.48,24.82,34.58,0.36,6.44,0.24,271.3,1006.26,15.8,69.76
407,2019-11-20 17:00:00,2.96,47.3,13.45,17.96,0.31,2.96,2.4,138.08,1006.21,15.03,71.49
408,2019-11-20 18:00:00,2.98,48.1,10.17,14.74,0.3,2.97,2.37,141.1,1006.45,14.98,71.28
409,2019-11-20 19:00:00,2.54,42.96,10.17,14.97,0.32,3.13,1.96,136.18,1006.7,14.72,72.34
410,2019-11-20 20:00:00,3.8,50.32,9.72,13.79,0.31,2.66,2.1,129.03,1006.75,15.08,70.97
411,2019-11-20 21:00:00,5.54,63.37,5.9,9.48,0.27,2.35,2.33,137.05,1006.85,15.61,63.66
412,2019-11-20 22:00:00,5.3,68.61,4.48,7.81,0.26,2.17,1.97,124.52,1007.17,15.67,58.13
413,2019-11-20 23:00:00,4.56,65.39,4.87,8.67,0.26,2.48,1.63,130.47,1007.62,15.09,57.36
414,2019-11-21 00:00:00,3.99,67.48,4.28,7.85,0.24,2.29,1.54,150.63,1007.83,14.62,56.71
415,2019-11-21 01:00:00,3.78,70.66,3.69,7.03,0.23,2.22,1.61,150.28,1008.09,14.3,55.39
416,2019-11-21 02:00:00,4.19,70.72,2.78,6.2,0.23,2.23,1.34,145.74,1008.1,13.76,55.31
417,2019-11-21 03:00:00,4.72,71.13,2.61,6.14,0.2,2.3,1.38,153.83,1008.03,13.5,54.73
418,2019-11-21 04:00:00,4.19,72.28,2.88,6.19,0.21,2.15,1.79,151.13,1008.15,13.4,55.66
419,2019-11-21 05:00:00,3.71,72.19,4.61,8.15,0.22,2.29,1.56,145.25,1008.46,13.73,54.39
420,2019-11-21 06:00:00,3.83,67.93,7.75,11.39,0.22,2.35,1.52,159.38,1008.74,13.73,54.3
421,2019-11-21 07:00:00,3.95,65.82,11.38,15.7,0.24,2.81,1.37,142.78,1009.38,14.06,54.16
422,2019-11-21 08:00:00,3.78,50.23,26.97,38.82,0.3,7.61,0.73,83.13,1009.82,15.47,50.95
423,2019-11-21 09:00:00,5.24,72.72,7.81,12.51,0.21,3.62,1.37,132.46,1010.17,16.45,48.96
424,2019-11-21 10:00:00,5.98,74.58,7.62,12.62,0.2,3.29,0.84,139.48,1010.0,17.62,46.1
425,2019-11-21 11:00:00,5.09,63.97,16.56,24.48,0.26,5.09,0.54,103.97,1009.51,18.98,44.94
426,2019-11-21 12:00:00,8.22,64.79,9.9,15.66,0.25,3.78,1.19,136.4,1009.24,18.6,51.07
427,2019-11-21 13:00:00,12.44,65.02,12.11,18.2,0.27,3.94,1.2,109.39,1008.83,18.61,51.74
428,2019-11-21 14:00:00,5.36,58.95,13.77,18.67,0.27,3.18,1.22,115.64,1008.57,17.92,55.92
429,2019-11-21 15:00:00,4.03,47.56,13.93,19.63,0.28,3.09,1.45,113.43,1008.55,17.1,60.97
430,2019-11-21 16:00:00,3.22,34.42,13.2,18.5,0.29,3.33,1.2,128.67,1008.73,15.84,65.34
431,2019-11-21 17:00:00,2.59,33.44,8.28,12.55,0.28,2.77,2.11,133.78,1008.94,14.55,69.59
432,2019-11-21 18:00:00,1.92,31.13,8.23,12.97,0.28,3.08,1.53,134.91,1009.0,13.55,73.64
433,2019-11-21 19:00:00,1.86,27.61,8.62,13.74,0.27,3.33,1.49,126.7,1009.08,12.98,74.58
434,2019-11-21 20:00:00,1.49,26.92,7.63,12.47,0.28,3.15,1.15,122.07,1009.2,12.61,74.72
435,2019-11-21 21:00:00,1.48,25.24,8.53,13.26,0.3,3.08,1.09,122.75,1009.37,12.39,74.97
436,2019-11-21 22:00:00,1.62,23.89,9.58,14.29,0.36,3.07,1.22,128.4,1009.3,12.26,74.85
437,2019-11-21 23:00:00,1.55,24.24,8.74,13.36,0.32,3.01,0.99,105.33,1009.4,11.93,75.45
438,2019-11-22 00:00:00,1.01,25.27,7.39,11.45,0.32,2.64,0.97,127.46,1009.57,11.79,74.64
439,2019-11-22 01:00:00,0.89,26.14,6.91,10.83,0.34,2.57,0.99,91.24,1009.83,11.71,73.77
440,2019-11-22 02:00:00,1.33,26.59,5.67,9.53,0.34,2.51,0.91,85.19,1009.92,11.19,73.56
441,2019-11-22 03:00:00,1.08,27.2,5.08,8.73,0.3,2.39,0.89,99.99,1010.04,10.84,72.85
442,2019-11-22 04:00:00,0.98,28.82,4.27,8.07,0.27,2.49,0.91,108.45,1010.14,10.59,71.72
443,2019-11-22 05:00:00,1.19,30.81,4.79,8.31,0.27,2.31,1.01,86.53,1010.32,10.15,71.03
444,2019-11-22 06:00:00,0.79,28.02,7.52,12.09,0.37,2.93,0.92,86.26,1010.5,9.77,70.85
445,2019-11-22 07:00:00,0.78,24.56,11.79,20.38,0.35,5.65,1.07,85.0,1011.13,9.53,71.0
446,2019-11-22 08:00:00,1.13,26.14,12.68,21.55,0.3,5.8,0.86,113.47,1011.69,9.82,69.53
447,2019-11-22 09:00:00,2.18,29.8,12.13,22.53,0.26,6.78,1.07,64.15,1012.26,10.88,65.59
448,2019-11-22 10:00:00,2.16,34.66,9.33,18.07,0.24,6.03,1.1,101.79,1012.5,11.94,60.81
449,2019-11-22 11:00:00,1.74,39.28,,,,,2.03,137.02,1012.19,12.32,59.35
450,2019-11-22 12:00:00,2.2,41.76,5.89,11.77,0.22,3.84,2.14,122.81,1011.83,12.77,57.56
451,2019-11-22 13:00:00,2.1,37.98,9.22,16.37,0.25,4.65,2.48,129.28,1011.34,13.01,56.73
452,2019-11-22 14:00:00,,,11.55,20.37,0.26,5.76,1.29,110.56,1011.18,12.29,56.8
453,2019-11-22 15:00:00,1.34,32.02,13.33,21.21,0.28,5.14,1.06,88.38,1011.36,10.73,58.94
454,2019-11-22 16:00:00,1.37,27.46,14.4,20.5,0.31,3.95,0.7,82.73,1011.44,9.44,62.14
455,2019-11-22 17:00:00,1.54,23.46,16.67,24.97,0.32,5.4,0.95,73.48,1011.66,8.62,64.05
456,2019-11-22 18:00:00,1.4,23.11,16.65,24.64,0.33,5.27,1.0,71.34,1011.89,8.06,64.89
457,2019-11-22 19:00:00,1.05,23.77,14.31,21.41,0.34,4.65,1.42,78.04,1012.11,7.34,66.42
458,2019-11-22 20:00:00,1.41,25.91,14.17,20.69,0.31,4.27,1.16,79.56,1012.42,7.25,66.95
459,2019-11-22 21:00:00,1.54,25.27,13.98,19.71,0.3,3.74,1.26,69.5,1012.52,7.25,66.22
460,2019-11-22 22:00:00,1.44,25.67,13.27,18.78,0.28,3.61,0.87,69.63,1012.4,6.86,66.16
461,2019-11-22 23:00:00,1.54,26.07,11.14,15.97,0.28,3.17,1.18,71.94,1012.46,6.59,66.21
462,2019-11-23 00:00:00,1.6,28.24,8.56,12.92,0.26,2.86,1.14,81.77,1012.25,6.67,65.48
463,2019-11-23 01:00:00,1.4,30.4,6.41,10.53,0.25,2.69,1.41,86.28,1012.11,6.83,64.45
464,2019-11-23 02:00:00,1.67,31.03,5.03,8.59,0.25,2.32,1.84,115.63,1011.89,6.62,64.98
465,2019-11-23 03:00:00,1.57,29.87,4.94,8.76,0.24,2.5,1.3,90.72,1011.65,6.45,65.62
466,2019-11-23 04:00:00,1.32,27.98,5.14,9.25,0.24,2.68,1.29,71.97,1011.67,6.08,66.54
467,2019-11-23 05:00:00,1.3,27.23,5.57,9.44,0.24,2.52,1.43,91.53,1011.63,5.9,67.62
468,2019-11-23 06:00:00,1.55,25.64,6.7,10.95,0.23,2.76,1.45,104.32,1011.63,5.79,68.25
469,2019-11-23 07:00:00,1.68,23.34,8.55,14.47,0.25,3.85,1.45,99.57,1012.0,5.84,68.95
470,2019-11-23 08:00:00,2.84,25.47,9.28,17.86,0.27,5.6,1.79,96.89,1012.32,7.01,67.12
471,2019-11-23 09:00:00,4.11,26.61,10.05,21.01,0.28,7.14,1.1,85.63,1012.4,8.79,63.55
472,2019-11-23 10:00:00,5.77,30.77,9.58,20.22,0.31,6.98,1.06,101.08,1011.88,10.68,59.36
473,2019-11-23 11:00:00,4.36,34.83,7.84,15.74,0.27,5.18,1.73,124.86,1011.35,11.27,58.12
474,2019-11-23 12:00:00,4.71,37.76,8.58,16.29,0.29,5.02,1.33,115.46,1010.73,12.25,55.92
475,2019-11-23 13:00:00,5.49,40.26,10.13,17.98,0.28,5.09,1.51,119.89,1010.27,12.86,53.64
476,2019-11-23 14:00:00,4.12,34.33,15.62,24.27,0.31,5.62,1.09,85.44,1009.84,12.48,54.23
477,2019-11-23 15:00:00,3.28,29.04,15.24,22.16,0.33,4.56,1.37,74.7,1009.73,11.07,56.63
478,2019-11-23 16:00:00,2.41,26.28,14.09,20.17,0.32,3.96,1.34,72.84,1009.57,8.93,61.43
479,2019-11-23 17:00:00,2.01,25.73,12.21,19.43,0.31,4.64,1.24,63.92,1009.72,7.65,65.12
480,2019-11-23 18:00:00,1.98,23.52,11.36,17.23,0.33,3.84,1.17,65.3,1009.94,6.94,67.84
481,2019-11-23 19:00:00,1.87,23.65,12.62,19.73,0.35,4.79,1.01,61.6,1009.99,6.48,69.96
482,2019-11-23 20:00:00,1.96,24.06,12.59,19.0,0.38,4.33,1.31,74.65,1010.02,6.67,70.41
483,2019-11-23 21:00:00,2.25,28.13,11.18,16.26,0.32,3.33,1.38,89.35,1009.98,6.93,69.89
484,2019-11-23 22:00:00,2.17,30.3,10.86,16.41,0.31,3.63,0.76,101.55,1009.79,7.33,69.18
485,2019-11-23 23:00:00,2.22,31.55,9.54,14.05,0.29,2.94,0.97,111.04,1009.83,7.58,68.37
486,2019-11-24 00:00:00,2.4,33.35,8.25,12.63,0.28,2.87,1.14,84.85,1009.56,8.0,68.13
487,2019-11-24 01:00:00,2.49,33.62,7.81,12.02,0.28,2.73,1.0,78.02,1009.46,8.3,67.41
488,2019-11-24 02:00:00,2.46,33.19,6.56,10.65,0.27,2.67,0.91,110.56,1009.09,7.76,68.25
489,2019-11-24 03:00:00,2.26,32.74,5.53,9.43,0.26,2.54,1.33,102.19,1008.98,7.47,69.32
490,2019-11-24 04:00:00,2.28,33.11,5.01,8.85,0.26,2.49,1.13,90.7,1008.96,7.53,70.01
491,2019-11-24 05:00:00,2.39,32.97,4.92,8.8,0.26,2.52,0.98,92.79,1008.86,7.61,69.97
492,2019-11-24 06:00:00,2.48,30.28,7.31,11.46,0.26,2.69,0.89,85.66,1009.0,7.78,70.14
493,2019-11-24 07:00:00,2.82,29.18,9.14,14.39,0.27,3.41,0.94,84.26,1009.33,8.34,69.81
494,2019-11-24 08:00:00,4.24,33.27,8.72,15.11,0.28,4.15,1.08,89.88,1009.71,9.56,66.66
495,2019-11-24 09:00:00,5.82,34.75,9.0,17.23,0.29,5.48,1.26,94.75,1009.92,10.73,63.35
496,2019-11-24 10:00:00,7.85,37.27,8.76,16.57,0.3,5.08,1.4,87.55,1009.87,12.26,60.05
497,2019-11-24 11:00:00,9.4,41.67,8.25,15.21,0.28,4.55,1.66,131.47,1009.24,13.42,57.3
498,2019-11-24 12:00:00,6.22,45.54,9.25,16.23,0.3,4.53,1.66,102.96,1008.81,14.04,56.02
499,2019-11-24 13:00:00,6.22,48.78,11.01,17.1,0.31,3.97,1.37,117.79,1008.32,14.45,54.49
500,2019-11-24 14:00:00,5.7,45.57,13.29,19.04,0.34,3.73,1.14,87.95,1007.96,13.66,55.96
501,2019-11-24 15:00:00,4.81,36.35,15.01,21.93,0.39,4.53,1.02,92.23,1007.99,11.91,58.24
502,2019-11-24 16:00:00,3.43,30.16,13.45,19.5,0.41,4.08,0.94,88.83,1007.97,10.03,62.1
503,2019-11-24 17:00:00,3.11,24.73,10.9,18.13,0.38,4.96,1.04,72.33,1008.03,8.89,65.96
504,2019-11-24 18:00:00,2.76,24.73,10.04,15.52,0.35,3.6,1.36,82.74,1008.05,8.09,69.14
505,2019-11-24 19:00:00,2.29,23.65,9.19,14.64,0.34,3.55,1.4,68.26,1008.02,7.44,72.16
506,2019-11-24 20:00:00,2.2,26.9,8.46,13.34,0.31,3.18,1.49,105.53,1007.79,7.27,73.4
507,2019-11-24 21:00:00,2.47,25.86,8.24,13.15,0.35,3.18,1.4,92.59,1007.63,7.17,74.03
508,2019-11-24 22:00:00,2.61,25.55,7.77,12.13,0.34,2.84,1.43,84.75,1007.6,7.17,74.13
509,2019-11-24 23:00:00,2.57,24.06,7.06,11.25,0.33,2.71,1.18,87.82,1007.64,7.1,74.59
510,2019-11-25 00:00:00,2.37,23.16,7.05,10.79,0.31,2.47,1.23,89.13,1007.41,6.96,75.44
511,2019-11-25 01:00:00,2.56,23.73,5.44,9.14,0.3,2.42,1.4,98.77,1007.14,6.95,76.16
512,2019-11-25 02:00:00,2.69,26.26,4.06,7.76,0.3,2.42,1.64,98.77,1006.84,7.02,76.55
513,2019-11-25 03:00:00,2.76,24.89,4.27,7.95,0.29,2.41,1.38,85.82,1006.84,6.96,76.96
514,2019-11-25 04:00:00,2.79,23.01,4.66,8.42,0.29,2.47,1.48,104.39,1006.92,6.97,77.48
515,2019-11-25 05:00:00,2.9,22.14,5.53,9.55,0.32,2.62,1.52,94.77,1006.74,7.09,77.27
516,2019-11-25 06:00:00,2.44,19.67,7.64,12.41,0.33,3.07,1.59,104.69,1006.85,7.24,77.42
517,2019-11-25 07:00:00,3.13,18.84,10.91,20.11,0.35,5.97,1.3,96.92,1007.19,8.06,76.64
518,2019-11-25 08:00:00,4.55,28.52,9.11,16.59,0.36,4.91,2.49,133.81,1007.43,9.53,73.28
519,2019-11-25 09:00:00,6.59,33.54,9.76,18.12,0.34,5.46,2.34,132.23,1007.8,10.76,69.24
520,2019-11-25 10:00:00,5.71,37.38,10.46,19.09,0.31,5.66,1.5,123.25,1007.9,12.21,64.46
521,2019-11-25 11:00:00,5.1,44.15,8.43,15.23,0.29,4.45,2.06,134.69,1007.08,13.03,61.08
522,2019-11-25 12:00:00,,40.71,,,,,1.53,132.77,1006.6,14.28,57.32
523,2019-11-25 13:00:00,,48.04,8.85,9.9,0.27,0.5,1.21,119.55,1006.24,15.23,54.66
524,2019-11-25 14:00:00,,45.4,13.29,16.6,0.31,2.13,1.08,117.78,1005.85,14.91,55.29
525,2019-11-25 15:00:00,,,13.65,16.81,0.31,2.09,1.05,107.0,1005.99,14.25,58.21
526,2019-11-25 16:00:00,,35.87,11.38,15.13,0.29,2.31,1.22,128.13,1006.31,12.84,64.59
527,2019-11-25 17:00:00,,39.12,7.77,10.32,0.29,1.68,1.43,135.04,1006.37,12.1,68.91
528,2019-11-25 18:00:00,,32.48,11.52,14.54,0.33,1.97,0.89,88.93,1006.54,11.67,70.39
529,2019-11-25 19:00:00,,23.92,14.95,19.72,0.36,3.11,0.72,82.2,1006.94,10.88,73.42
530,2019-11-25 20:00:00,6.92,16.03,22.31,31.49,0.41,5.76,0.39,73.09,1007.2,10.67,74.95
531,2019-11-25 21:00:00,7.91,9.31,23.08,51.01,0.68,18.14,0.3,182.51,1007.21,9.99,75.84
532,2019-11-25 22:00:00,7.33,3.29,23.69,72.35,0.94,31.89,0.28,138.99,1007.29,8.94,76.3
533,2019-11-25 23:00:00,6.41,2.52,18.47,35.14,0.79,10.95,0.68,133.9,1007.5,8.2,78.77
534,2019-11-26 00:00:00,5.54,1.83,17.28,29.57,0.71,8.03,0.44,135.1,1007.32,8.19,80.26
535,2019-11-26 01:00:00,5.54,3.83,16.45,26.69,0.58,6.71,0.13,33.05,1007.33,9.47,79.61
536,2019-11-26 02:00:00,5.62,8.72,9.97,14.49,0.44,2.97,0.14,38.43,1007.22,9.87,79.37
537,2019-11-26 03:00:00,5.45,12.77,6.8,9.25,0.42,1.6,0.4,70.92,1007.02,9.77,80.18
538,2019-11-26 04:00:00,5.18,14.5,8.35,10.9,0.39,1.69,0.4,58.51,1006.84,10.13,80.32
539,2019-11-26 05:00:00,4.69,17.74,10.01,13.6,0.34,2.31,0.34,41.69,1006.78,10.37,79.93
540,2019-11-26 06:00:00,4.87,5.99,18.39,33.65,0.42,10.16,0.46,354.04,1007.24,9.96,79.06
541,2019-11-26 07:00:00,5.41,3.6,22.62,63.31,0.59,25.69,0.15,7.18,1007.62,9.34,79.96
542,2019-11-26 08:00:00,6.58,4.38,31.22,93.58,0.52,41.06,0.51,16.7,1007.79,10.08,78.81
543,2019-11-26 09:00:00,8.02,13.47,20.31,46.87,0.47,17.74,0.37,61.92,1007.97,10.52,76.54
544,2019-11-26 10:00:00,10.59,15.3,24.54,46.87,0.47,14.55,0.24,37.86,1008.02,11.63,74.27
545,2019-11-26 11:00:00,28.01,45.94,12.74,19.99,0.28,5.06,1.22,106.16,1007.56,12.83,69.77
546,2019-11-26 12:00:00,44.04,55.27,7.12,12.08,0.24,3.23,1.4,121.72,1007.33,13.68,63.76
547,2019-11-26 13:00:00,37.49,54.31,9.28,14.54,0.27,3.43,1.12,126.6,1007.06,13.97,62.84
548,2019-11-26 14:00:00,30.78,55.23,13.72,19.52,0.31,3.76,0.92,99.08,1006.88,13.96,61.37
549,2019-11-26 15:00:00,26.14,41.77,24.34,34.67,0.39,6.18,0.36,88.29,1006.79,13.65,61.95
550,2019-11-26 16:00:00,16.1,28.47,33.14,38.51,0.4,3.5,0.59,125.2,1007.04,12.56,64.61
551,2019-11-26 17:00:00,12.47,22.95,33.6,44.57,0.44,7.13,0.27,81.72,1007.18,11.58,67.61
552,2019-11-26 18:00:00,11.49,21.67,31.95,41.54,0.47,6.39,0.4,108.57,1007.23,10.87,69.52
553,2019-11-26 19:00:00,9.66,29.47,19.06,25.89,0.38,4.42,0.54,87.77,1007.04,10.4,71.27
554,2019-11-26 20:00:00,8.95,30.96,16.58,22.68,0.41,4.01,0.6,68.38,1007.06,10.12,72.24
555,2019-11-26 21:00:00,7.56,21.26,20.15,28.52,0.44,5.46,0.38,59.49,1007.1,9.4,74.19
556,2019-11-26 22:00:00,7.06,13.58,23.04,33.83,0.55,7.24,0.3,38.85,1006.86,8.62,76.5
557,2019-11-26 23:00:00,6.04,10.1,23.85,33.58,0.54,6.36,0.25,35.49,1006.52,8.19,78.99
558,2019-11-27 00:00:00,6.02,12.76,17.8,25.73,0.47,5.25,0.52,58.38,1006.13,7.9,80.25
559,2019-11-27 01:00:00,6.02,13.74,12.55,18.3,0.43,3.77,0.27,83.13,1005.88,7.62,81.55
560,2019-11-27 02:00:00,5.74,13.97,10.02,15.62,0.41,3.65,0.49,53.53,1005.35,7.54,82.21
561,2019-11-27 03:00:00,5.53,15.11,7.82,13.14,0.38,3.45,0.39,74.57,1005.19,7.17,82.01
562,2019-11-27 04:00:00,5.13,5.2,11.02,17.74,0.41,4.36,0.29,148.45,1005.18,6.2,83.26
563,2019-11-27 05:00:00,5.43,4.1,12.78,26.1,0.44,8.69,0.2,144.64,1004.87,6.07,85.19
564,2019-11-27 06:00:00,5.67,2.14,19.96,61.91,0.71,27.42,0.05,160.72,1005.34,4.99,86.23
565,2019-11-27 07:00:00,4.69,2.29,19.9,51.68,0.65,20.7,0.44,152.84,1005.61,4.58,88.13
566,2019-11-27 08:00:00,4.5,4.85,18.98,56.18,0.65,24.3,0.43,104.5,1005.5,5.29,90.28
567,2019-11-27 09:00:00,4.21,6.71,15.5,38.44,0.55,14.97,0.69,70.89,1004.62,6.3,91.43
568,2019-11-27 10:00:00,5.14,6.43,20.83,60.92,0.62,26.02,0.25,2.92,1004.8,7.89,90.57
569,2019-11-27 11:00:00,10.06,12.35,25.26,66.34,0.64,26.83,0.63,95.97,1004.25,9.31,84.66
570,2019-11-27 12:00:00,10.29,10.67,35.16,82.85,0.67,31.15,0.26,41.12,1003.45,11.34,76.28
571,2019-11-27 13:00:00,12.69,19.96,26.0,43.83,0.57,11.64,0.3,77.99,1002.6,12.36,70.54
572,2019-11-27 14:00:00,10.44,13.86,36.89,61.91,0.6,15.52,0.31,45.37,1002.03,12.2,70.48
573,2019-11-27 15:00:00,11.86,12.76,41.71,66.08,0.61,16.19,0.47,52.75,1001.86,12.28,68.66
574,2019-11-27 16:00:00,11.92,5.05,57.96,135.43,0.85,49.85,0.66,58.7,1001.89,13.03,64.95
575,2019-11-27 17:00:00,15.17,16.29,49.26,79.39,0.71,21.01,0.23,48.64,1001.74,14.42,60.06
576,2019-11-27 18:00:00,18.84,15.11,49.63,86.57,0.62,23.6,0.46,27.46,1001.47,15.46,55.49
577,2019-11-27 19:00:00,17.34,16.33,42.9,59.26,0.57,11.6,0.08,37.94,1001.22,15.39,55.63
578,2019-11-27 20:00:00,15.86,24.56,28.21,35.95,0.48,5.09,0.62,128.36,1000.99,14.48,58.65
579,2019-11-27 21:00:00,12.12,32.57,20.53,28.01,0.45,4.67,0.96,131.06,1000.75,14.35,59.26
