,CO [mg.m-3],Mesto,NO [ug.m-3],NO2 [ug.m-3],NOX [ug.m-3],O3 [ug.m-3],P [mb],PM1 [ug.m-3],PM10 [ug.m-3],PM2.5 [ug.m-3],Rh [%],SO2 [ug.m-3],Unnamed: 0,V [m/s],Vreme,dd [°],t [°C],Mesto_Beograd,Mesto_Kragujevac,Mesto_Nis,Mesto_Novi Sad,Mesto_Sabac,Mesto_Uzice
2092,0.75,Kragujevac,24.89,21.87,60.04,,1004.05,,,,56.55,0.75,652.0,0.34,2019-11-30 21:00:00,270.16,3.41,0,1,0,0,0,0
2093,1.0,Kragujevac,14.81,17.7,40.33,,1004.53,,,,57.83,0.61,653.0,0.06,2019-11-30 22:00:00,31.69,2.37,0,1,0,0,0,0
2094,1.24,Kragujevac,8.93,13.87,27.44,,1004.85,,,,64.52,,654.0,0.15,2019-11-30 23:00:00,55.47,0.51,0,1,0,0,0,0
2095,0.98,Kragujevac,6.98,11.79,22.48,,1004.99,,,,70.4,,655.0,0.38,2019-12-01 00:00:00,105.65,-0.69,0,1,0,0,0,0
2096,0.79,Kragujevac,6.79,10.31,20.75,,1005.33,,,,73.85,,656.0,0.32,2019-12-01 01:00:00,131.51,-1.3,0,1,0,0,0,0
2097,0.61,Kragujevac,4.94,11.56,19.15,,1005.44,,,,75.53,,657.0,0.16,2019-12-01 02:00:00,110.23,-1.64,0,1,0,0,0,0
2098,0.47,Kragujevac,4.05,12.08,18.2,,1005.43,,,,76.22,,658.0,0.11,2019-12-01 03:00:00,81.63,-1.89,0,1,0,0,0,0
2099,0.48,Kragujevac,4.91,13.07,20.62,,1005.76,,,,76.49,,659.0,0.29,2019-12-01 04:00:00,30.51,-2.14,0,1,0,0,0,0
2100,0.64,Kragujevac,5.0,13.43,21.1,,1006.36,,,,77.21,,660.0,0.11,2019-12-01 05:00:00,208.77,-2.6,0,1,0,0,0,0
2101,0.6,Kragujevac,12.25,17.4,36.2,,1006.81,,,,78.3,,661.0,0.36,2019-12-01 06:00:00,203.7,-2.87,0,1,0,0,0,0
2102,0.64,Kragujevac,8.74,16.53,29.91,,1006.96,,,,79.0,,662.0,0.34,2019-12-01 07:00:00,153.72,-3.29,0,1,0,0,0,0
2103,0.76,Kragujevac,8.26,18.63,31.31,,1007.14,,,,79.81,,663.0,0.33,2019-12-01 08:00:00,42.6,-0.8,0,1,0,0,0,0
2104,0.85,Kragujevac,7.92,18.72,30.9,,1007.16,,,,76.31,,664.0,0.34,2019-12-01 09:00:00,322.68,2.87,0,1,0,0,0,0
2105,0.5,Kragujevac,7.89,17.19,29.06,,1006.92,,,,58.73,4.74,665.0,0.56,2019-12-01 10:00:00,322.93,5.69,0,1,0,0,0,0
2106,0.51,Kragujevac,19.61,27.04,56.71,,1006.26,,,,45.47,14.43,666.0,0.61,2019-12-01 11:00:00,16.8,6.77,0,1,0,0,0,0
2107,0.52,Kragujevac,8.85,23.19,36.61,,1005.53,,,,40.91,11.76,667.0,1.12,2019-12-01 12:00:00,15.81,7.1,0,1,0,0,0,0
2108,0.51,Kragujevac,5.8,21.96,30.83,,1004.88,,,,37.39,12.45,668.0,1.26,2019-12-01 13:00:00,0.27,7.58,0,1,0,0,0,0
2109,0.59,Kragujevac,5.32,22.85,30.92,,1004.56,,,,36.92,,669.0,1.78,2019-12-01 14:00:00,7.27,7.31,0,1,0,0,0,0
2110,0.63,Kragujevac,,,,,1004.3,,,,43.29,0.5,670.0,1.82,2019-12-01 15:00:00,357.83,5.95,0,1,0,0,0,0
2111,,Kragujevac,8.18,25.61,38.15,,1004.42,,,,51.39,0.5,671.0,1.45,2019-12-01 16:00:00,33.04,4.56,0,1,0,0,0,0
2112,1.17,Kragujevac,17.35,22.41,48.96,,1004.49,,,,56.09,0.5,672.0,0.58,2019-12-01 17:00:00,5.85,3.23,0,1,0,0,0,0
2113,1.25,Kragujevac,26.22,26.49,67.48,,1004.58,,,,59.52,0.95,673.0,0.39,2019-12-01 18:00:00,18.22,2.4,0,1,0,0,0,0
2114,1.04,Kragujevac,24.28,25.45,61.65,,1004.21,,,,60.26,2.78,674.0,0.06,2019-12-01 19:00:00,79.22,1.88,0,1,0,0,0,0
2115,1.53,Kragujevac,19.83,25.2,55.66,,1003.84,,,,63.15,3.51,675.0,0.15,2019-12-01 20:00:00,132.82,0.8,0,1,0,0,0,0
2116,1.41,Kragujevac,14.0,24.53,45.95,,1003.68,,,,65.49,2.09,676.0,0.33,2019-12-01 21:00:00,200.18,0.7,0,1,0,0,0,0
2117,1.16,Kragujevac,20.7,23.98,55.71,,1003.68,,,,66.07,2.1,677.0,0.36,2019-12-01 22:00:00,194.91,0.97,0,1,0,0,0,0
2118,2.01,Kragujevac,13.97,24.1,45.21,,1003.64,,,,65.8,1.41,678.0,0.4,2019-12-01 23:00:00,186.99,0.3,0,1,0,0,0,0
2119,1.48,Kragujevac,8.85,19.11,32.69,,1003.04,,,,69.63,0.96,679.0,0.49,2019-12-02 00:00:00,196.54,0.29,0,1,0,0,0,0
2120,1.04,Kragujevac,4.98,17.34,24.94,,1002.42,,,,69.5,1.33,680.0,0.54,2019-12-02 01:00:00,214.02,1.14,0,1,0,0,0,0
2121,0.58,Kragujevac,2.62,11.42,15.4,,1001.74,,,,64.18,1.05,681.0,0.19,2019-12-02 02:00:00,130.36,2.34,0,1,0,0,0,0
2122,0.65,Kragujevac,2.62,10.05,14.08,,1001.12,,,,63.82,0.5,682.0,0.23,2019-12-02 03:00:00,89.43,1.65,0,1,0,0,0,0
2123,0.46,Kragujevac,2.24,11.16,14.66,,1000.09,,,,60.19,3.42,683.0,0.48,2019-12-02 04:00:00,108.73,3.01,0,1,0,0,0,0
2124,0.73,Kragujevac,14.59,19.55,41.86,,999.89,,,,62.29,0.77,684.0,0.18,2019-12-02 05:00:00,211.28,2.04,0,1,0,0,0,0
2125,0.9,Kragujevac,17.75,25.77,53.07,,999.36,,,,64.9,3.32,685.0,0.03,2019-12-02 06:00:00,116.6,2.48,0,1,0,0,0,0
2126,0.96,Kragujevac,32.57,28.62,78.23,,998.94,,,,64.44,3.58,686.0,0.15,2019-12-02 07:00:00,76.92,3.12,0,1,0,0,0,0
2127,0.97,Kragujevac,19.1,27.52,56.71,,998.77,,,,62.7,4.31,687.0,0.27,2019-12-02 08:00:00,74.37,3.77,0,1,0,0,0,0
2128,1.24,Kragujevac,18.27,30.55,58.65,,998.44,,,,59.01,5.59,688.0,0.13,2019-12-02 09:00:00,118.58,5.1,0,1,0,0,0,0
2129,1.18,Kragujevac,13.33,28.92,49.24,,997.83,,,,58.26,4.66,689.0,0.27,2019-12-02 10:00:00,84.6,6.14,0,1,0,0,0,0
2130,0.93,Kragujevac,15.59,28.63,52.64,,997.11,,,,59.43,5.0,690.0,0.45,2019-12-02 11:00:00,39.01,6.44,0,1,0,0,0,0
2131,0.74,Kragujevac,8.75,22.81,36.08,,996.36,,,,61.64,2.02,691.0,0.99,2019-12-02 12:00:00,46.75,6.88,0,1,0,0,0,0
2132,0.91,Kragujevac,21.34,29.42,62.95,,995.43,,,,63.69,4.39,692.0,0.2,2019-12-02 13:00:00,38.01,6.97,0,1,0,0,0,0
2133,1.56,Kragujevac,39.95,35.19,96.3,,995.16,,,,64.73,9.04,693.0,0.39,2019-12-02 14:00:00,306.54,7.26,0,1,0,0,0,0
2134,1.87,Kragujevac,57.2,37.79,125.5,,995.53,,,,64.7,6.54,694.0,0.57,2019-12-02 15:00:00,318.36,7.73,0,1,0,0,0,0
2135,2.08,Kragujevac,50.88,30.23,109.45,,996.23,,,,66.21,4.41,695.0,0.83,2019-12-02 16:00:00,27.29,7.71,0,1,0,0,0,0
2136,1.56,Kragujevac,34.65,35.54,88.29,,997.97,,,,71.03,11.51,696.0,1.62,2019-12-02 17:00:00,264.99,7.26,0,1,0,0,0,0
2137,0.67,Kragujevac,10.49,28.24,44.19,,999.28,,,,75.43,7.75,697.0,2.42,2019-12-02 18:00:00,258.97,6.68,0,1,0,0,0,0
2138,0.68,Kragujevac,7.67,21.39,33.13,,1000.49,,,,80.64,0.95,698.0,2.76,2019-12-02 19:00:00,259.26,5.57,0,1,0,0,0,0
2139,0.6,Kragujevac,6.48,17.87,27.69,,1001.37,,,,83.85,,699.0,3.51,2019-12-02 20:00:00,250.33,4.39,0,1,0,0,0,0
2140,0.59,Kragujevac,7.03,18.24,29.08,,1002.33,,,,85.39,,700.0,1.8,2019-12-02 21:00:00,261.38,3.5,0,1,0,0,0,0
2141,0.55,Kragujevac,5.68,16.43,25.09,,1003.08,,,,86.0,0.5,701.0,2.27,2019-12-02 22:00:00,261.37,2.95,0,1,0,0,0,0
2142,0.5,Kragujevac,3.25,12.95,17.94,,1003.48,,,,86.66,2.59,702.0,2.07,2019-12-02 23:00:00,263.56,2.64,0,1,0,0,0,0
2143,0.5,Kragujevac,2.41,12.47,16.17,,1003.44,,,,87.38,2.82,703.0,1.52,2019-12-03 00:00:00,265.15,2.32,0,1,0,0,0,0
2144,0.45,Kragujevac,2.1,9.26,12.45,,1003.72,,,,88.0,1.73,704.0,1.88,2019-12-03 01:00:00,272.02,2.27,0,1,0,0,0,0
2145,0.38,Kragujevac,1.82,8.38,11.19,,1004.06,,,,88.14,1.43,705.0,1.81,2019-12-03 02:00:00,249.55,1.98,0,1,0,0,0,0
2146,0.39,Kragujevac,3.1,9.7,14.44,,1004.08,,,,88.19,1.1,706.0,0.26,2019-12-03 03:00:00,273.88,1.66,0,1,0,0,0,0
2147,0.41,Kragujevac,2.58,9.08,13.07,,1004.35,,,,88.53,0.5,707.0,0.8,2019-12-03 04:00:00,251.89,1.54,0,1,0,0,0,0
2148,0.49,Kragujevac,9.42,19.22,33.82,,1004.57,,,,88.84,0.57,708.0,0.19,2019-12-03 05:00:00,275.7,1.35,0,1,0,0,0,0
2149,0.74,Kragujevac,8.41,20.19,33.15,,1004.89,,,,89.22,0.81,709.0,0.3,2019-12-03 06:00:00,351.42,1.14,0,1,0,0,0,0
2150,1.02,Kragujevac,25.38,28.47,67.58,,1005.49,,,,89.64,1.27,710.0,0.23,2019-12-03 07:00:00,356.41,0.98,0,1,0,0,0,0
2151,1.14,Kragujevac,34.58,33.77,86.87,,1006.01,,,,90.15,1.67,711.0,0.25,2019-12-03 08:00:00,318.12,0.93,0,1,0,0,0,0
2152,1.52,Kragujevac,31.07,35.76,83.42,,1006.6,,,,90.59,1.57,712.0,0.05,2019-12-03 09:00:00,262.15,0.76,0,1,0,0,0,0
2153,1.16,Kragujevac,18.01,33.32,60.76,,1006.76,,,,91.19,0.6,713.0,0.12,2019-12-03 10:00:00,5.31,1.13,0,1,0,0,0,0
2154,1.01,Kragujevac,9.42,29.92,44.33,,1006.24,,,,91.77,0.77,714.0,0.04,2019-12-03 11:00:00,167.39,1.46,0,1,0,0,0,0
2155,1.02,Kragujevac,11.34,31.36,48.72,,1005.8,,,,92.25,0.51,715.0,0.2,2019-12-03 12:00:00,28.11,1.87,0,1,0,0,0,0
2156,0.81,Kragujevac,8.54,29.96,43.18,,1005.39,,,,92.48,0.65,716.0,0.26,2019-12-03 13:00:00,320.49,2.46,0,1,0,0,0,0
2157,0.84,Kragujevac,16.06,40.39,64.94,,1005.44,,,,91.73,4.4,717.0,1.4,2019-12-03 14:00:00,265.86,2.18,0,1,0,0,0,0
2158,1.18,Kragujevac,35.86,46.88,102.05,,1005.44,,,,90.1,2.33,718.0,0.36,2019-12-03 15:00:00,279.66,2.12,0,1,0,0,0,0
2159,,Kragujevac,31.82,37.99,86.6,,1005.55,,,,88.12,1.63,719.0,0.41,2019-12-03 16:00:00,8.46,1.96,0,1,0,0,0,0
2160,,Nis,20.17,22.16,53.34,,983.69,,25.24,23.27,,4.73,0.0,0.68,2019-11-03 18:00:00,145.81,17.58,0,0,1,0,0,0
2161,,Nis,27.33,28.8,70.44,,983.2,,26.18,21.94,,4.85,1.0,0.47,2019-11-03 19:00:00,152.41,17.18,0,0,1,0,0,0
2162,,Nis,33.04,36.76,87.21,,983.1,,35.16,31.45,,4.96,2.0,0.16,2019-11-03 20:00:00,295.21,15.91,0,0,1,0,0,0
2163,,Nis,52.63,39.82,120.28,,983.08,,67.41,63.42,,5.87,3.0,0.07,2019-11-03 21:00:00,88.2,14.6,0,0,1,0,0,0
2164,,Nis,69.61,38.08,144.83,,982.7,,90.22,87.36,,6.69,4.0,0.22,2019-11-03 22:00:00,84.6,13.42,0,0,1,0,0,0
2165,,Nis,48.96,29.95,104.85,,982.1,,73.47,71.02,,4.77,5.0,0.23,2019-11-03 23:00:00,119.62,13.04,0,0,1,0,0,0
2166,,Nis,27.11,14.56,55.79,,981.68,,25.26,25.19,,3.35,6.0,0.63,2019-11-04 00:00:00,140.5,15.5,0,0,1,0,0,0
2167,,Nis,21.07,8.96,41.18,,981.13,,11.34,11.63,,3.68,7.0,1.67,2019-11-04 01:00:00,126.14,17.86,0,0,1,0,0,0
2168,,Nis,17.9,7.56,35.0,,980.69,,9.32,8.38,,4.24,8.0,1.39,2019-11-04 02:00:00,121.22,18.29,0,0,1,0,0,0
2169,,Nis,15.37,7.94,31.5,,980.47,,8.76,8.18,,4.54,9.0,1.32,2019-11-04 03:00:00,117.52,18.42,0,0,1,0,0,0
2170,,Nis,13.91,8.51,29.83,,980.11,,9.71,7.58,,,10.0,1.43,2019-11-04 04:00:00,129.12,18.53,0,0,1,0,0,0
2171,,Nis,,,,,979.54,,9.32,7.46,,4.0,11.0,1.44,2019-11-04 05:00:00,126.19,18.94,0,0,1,0,0,0
2172,,Nis,49.05,36.16,110.84,,979.41,,26.16,21.89,,6.96,12.0,0.35,2019-11-04 06:00:00,128.37,18.43,0,0,1,0,0,0
2173,,Nis,97.04,52.26,201.35,,979.45,,36.53,28.07,,10.46,13.0,0.19,2019-11-04 07:00:00,309.72,18.67,0,0,1,0,0,0
2174,,Nis,52.1,26.71,105.68,,979.17,,18.8,10.49,,6.94,14.0,0.51,2019-11-04 08:00:00,157.23,21.34,0,0,1,0,0,0
2175,,Nis,31.53,16.39,64.69,,979.15,,23.43,8.42,,4.07,15.0,1.09,2019-11-04 09:00:00,165.81,22.22,0,0,1,0,0,0
2176,,Nis,23.27,21.75,57.4,,978.7,,14.77,9.29,,4.57,16.0,0.68,2019-11-04 10:00:00,152.23,21.31,0,0,1,0,0,0
2177,,Nis,18.65,15.44,43.94,,978.16,,60.4,14.82,,4.16,17.0,1.23,2019-11-04 11:00:00,153.01,21.41,0,0,1,0,0,0
2178,,Nis,17.57,16.99,43.95,,977.86,,19.9,9.56,,4.76,18.0,0.42,2019-11-04 12:00:00,206.62,19.87,0,0,1,0,0,0
2179,,Nis,17.64,17.52,44.57,,977.73,,14.04,8.66,,5.08,19.0,0.81,2019-11-04 13:00:00,148.94,20.11,0,0,1,0,0,0
2180,,Nis,16.85,18.9,44.74,,978.24,,11.65,8.53,,5.21,20.0,0.93,2019-11-04 14:00:00,155.15,20.58,0,0,1,0,0,0
2181,,Nis,13.82,14.79,35.95,,978.7,,37.48,9.53,,4.49,21.0,0.76,2019-11-04 15:00:00,174.19,20.26,0,0,1,0,0,0
2182,,Nis,16.23,19.84,45.19,,979.58,,9.16,6.85,,4.0,22.0,0.53,2019-11-04 16:00:00,166.99,19.53,0,0,1,0,0,0
2183,,Nis,14.94,17.4,40.17,,980.41,,7.41,5.33,,3.96,23.0,0.65,2019-11-04 17:00:00,168.28,18.55,0,0,1,0,0,0
2184,,Nis,13.48,17.82,38.46,,981.35,,14.93,7.12,,4.14,24.0,0.5,2019-11-04 18:00:00,163.66,18.29,0,0,1,0,0,0
2185,,Nis,14.51,19.34,41.55,,982.3,,11.5,7.83,,5.07,25.0,0.27,2019-11-04 19:00:00,160.7,17.43,0,0,1,0,0,0
2186,,Nis,13.76,19.84,41.04,,983.1,,11.51,8.84,,6.17,26.0,0.15,2019-11-04 20:00:00,208.83,16.82,0,0,1,0,0,0
2187,,Nis,29.07,36.46,81.08,,983.76,,26.12,20.44,,5.84,27.0,0.34,2019-11-04 21:00:00,277.0,15.79,0,0,1,0,0,0
2188,,Nis,35.27,37.29,91.45,,984.18,,32.62,26.15,,5.42,28.0,0.19,2019-11-04 22:00:00,273.58,14.65,0,0,1,0,0,0
2189,,Nis,52.98,38.34,119.67,,984.52,,51.22,45.84,,5.97,29.0,0.15,2019-11-04 23:00:00,115.65,12.49,0,0,1,0,0,0
2190,,Nis,35.97,32.51,87.4,,984.8,,39.29,36.58,,4.24,30.0,0.11,2019-11-05 00:00:00,108.5,11.3,0,0,1,0,0,0
2191,,Nis,22.91,22.13,57.03,,985.16,,26.63,25.48,,3.13,31.0,0.27,2019-11-05 01:00:00,113.16,10.28,0,0,1,0,0,0
2192,,Nis,18.75,15.06,43.81,,985.28,,18.77,18.19,,2.84,32.0,0.24,2019-11-05 02:00:00,104.65,9.39,0,0,1,0,0,0
2193,,Nis,17.86,11.28,38.68,,985.43,,15.68,14.95,,2.65,33.0,0.13,2019-11-05 03:00:00,107.15,8.76,0,0,1,0,0,0
2194,,Nis,23.18,15.13,50.39,,985.82,,15.77,14.49,,3.03,34.0,0.17,2019-11-05 04:00:00,107.57,8.43,0,0,1,0,0,0
2195,,Nis,35.02,18.43,72.24,,986.04,,17.24,15.36,,3.87,35.0,0.25,2019-11-05 05:00:00,111.77,8.01,0,0,1,0,0,0
2196,,Nis,55.55,19.41,104.15,,986.35,,25.66,23.48,,4.54,36.0,0.12,2019-11-05 06:00:00,111.04,7.79,0,0,1,0,0,0
2197,,Nis,61.25,23.01,117.16,,986.87,,36.71,32.18,,5.02,37.0,0.09,2019-11-05 07:00:00,131.84,10.23,0,0,1,0,0,0
2198,,Nis,67.54,32.85,137.09,,986.9,,45.03,30.17,,9.12,38.0,0.2,2019-11-05 08:00:00,105.68,15.1,0,0,1,0,0,0
2199,,Nis,47.24,18.23,90.48,,986.6,,20.95,11.88,,4.7,39.0,0.64,2019-11-05 09:00:00,132.09,19.58,0,0,1,0,0,0
2200,,Nis,36.08,13.75,68.97,,986.17,,13.32,3.6,,3.76,40.0,1.34,2019-11-05 10:00:00,145.94,21.53,0,0,1,0,0,0
2201,,Nis,31.68,14.62,63.19,,985.19,,10.88,4.8,,3.82,41.0,1.27,2019-11-05 11:00:00,148.41,22.51,0,0,1,0,0,0
2202,,Nis,24.97,15.44,53.7,,984.53,,101.29,6.37,,3.66,42.0,1.67,2019-11-05 12:00:00,157.93,22.94,0,0,1,0,0,0
2203,,Nis,17.23,15.94,42.25,,984.04,,17.5,6.38,,3.21,43.0,0.89,2019-11-05 13:00:00,173.43,22.62,0,0,1,0,0,0
2204,,Nis,16.22,18.04,42.45,,983.54,,7.75,5.32,,2.92,44.0,1.31,2019-11-05 14:00:00,139.57,22.28,0,0,1,0,0,0
2205,,Nis,14.52,16.8,39.05,,983.18,,8.48,6.25,,3.07,45.0,1.22,2019-11-05 15:00:00,136.9,22.11,0,0,1,0,0,0
2206,,Nis,15.91,19.88,43.65,,983.29,,12.17,9.11,,3.43,46.0,0.92,2019-11-05 16:00:00,143.82,21.46,0,0,1,0,0,0
2207,,Nis,21.74,24.4,57.92,,983.46,,13.68,11.83,,5.55,47.0,0.65,2019-11-05 17:00:00,128.14,20.76,0,0,1,0,0,0
2208,,Nis,20.71,30.13,61.6,,983.43,,14.93,12.3,,4.11,48.0,0.59,2019-11-05 18:00:00,133.02,20.23,0,0,1,0,0,0
2209,,Nis,31.63,34.69,81.59,,983.64,,18.37,14.05,,5.58,49.0,0.31,2019-11-05 19:00:00,128.59,19.78,0,0,1,0,0,0
2210,,Nis,30.13,36.65,83.29,,983.76,,20.57,17.84,,5.82,50.0,0.25,2019-11-05 20:00:00,120.4,18.97,0,0,1,0,0,0
2211,,Nis,55.61,46.51,131.68,,983.4,,27.44,21.59,,7.49,51.0,0.14,2019-11-05 21:00:00,77.17,18.23,0,0,1,0,0,0
2212,,Nis,56.12,43.99,129.05,,982.9,,27.55,22.8,,6.81,52.0,0.18,2019-11-05 22:00:00,47.07,17.76,0,0,1,0,0,0
2213,,Nis,33.65,33.38,84.24,,982.7,,17.42,13.1,,5.35,53.0,0.2,2019-11-05 23:00:00,195.68,18.83,0,0,1,0,0,0
2214,,Nis,19.8,17.8,47.99,,982.72,,7.37,5.61,,4.21,54.0,0.62,2019-11-06 00:00:00,163.46,19.5,0,0,1,0,0,0
2215,,Nis,16.58,10.73,36.14,,982.53,,5.37,4.34,,3.83,55.0,1.04,2019-11-06 01:00:00,160.62,19.55,0,0,1,0,0,0
2216,,Nis,15.76,13.32,37.48,,982.48,,7.25,5.92,,3.94,56.0,0.08,2019-11-06 02:00:00,355.28,18.44,0,0,1,0,0,0
2217,,Nis,14.58,13.36,35.76,,982.33,,6.32,5.16,,3.94,57.0,0.06,2019-11-06 03:00:00,18.94,17.88,0,0,1,0,0,0
2218,,Nis,20.79,23.45,55.43,,982.41,,8.29,6.45,,4.33,58.0,0.15,2019-11-06 04:00:00,32.94,16.69,0,0,1,0,0,0
2219,,Nis,57.77,36.63,123.66,,982.63,,17.57,13.69,,5.98,59.0,0.12,2019-11-06 05:00:00,100.6,15.78,0,0,1,0,0,0
2220,,Nis,46.11,38.3,107.98,,983.04,,14.35,12.08,,5.55,60.0,0.44,2019-11-06 06:00:00,127.14,16.5,0,0,1,0,0,0
2221,,Nis,19.04,17.03,46.19,,983.34,,10.5,8.48,,4.37,61.0,1.02,2019-11-06 07:00:00,141.39,18.6,0,0,1,0,0,0
2222,,Nis,22.95,24.31,59.4,,983.48,,12.35,7.34,,4.8,62.0,0.52,2019-11-06 08:00:00,153.84,19.84,0,0,1,0,0,0
2223,,Nis,19.02,18.93,47.87,,983.34,,10.34,6.7,,4.61,63.0,0.81,2019-11-06 09:00:00,154.71,20.79,0,0,1,0,0,0
2224,,Nis,24.86,26.8,64.75,,982.96,,15.25,9.45,,5.29,64.0,0.74,2019-11-06 10:00:00,127.48,21.51,0,0,1,0,0,0
2225,,Nis,43.6,41.16,107.45,,982.17,,21.63,13.21,,7.83,65.0,0.23,2019-11-06 11:00:00,269.67,22.0,0,0,1,0,0,0
2226,,Nis,28.12,29.21,72.42,,982.42,,28.86,15.11,,7.56,66.0,0.96,2019-11-06 12:00:00,266.83,20.32,0,0,1,0,0,0
2227,,Nis,18.67,21.96,50.69,,983.41,,17.99,15.44,,3.9,67.0,0.46,2019-11-06 13:00:00,229.01,16.83,0,0,1,0,0,0
2228,,Nis,27.66,29.65,72.9,,983.95,,19.82,13.3,,4.21,68.0,0.25,2019-11-06 14:00:00,185.21,16.62,0,0,1,0,0,0
2229,,Nis,56.8,35.12,120.94,,984.69,,29.65,29.05,,5.53,69.0,0.1,2019-11-06 15:00:00,150.28,15.01,0,0,1,0,0,0
2230,,Nis,57.95,24.45,114.04,,984.67,,39.66,38.77,,5.42,70.0,0.09,2019-11-06 16:00:00,112.62,14.66,0,0,1,0,0,0
2231,,Nis,88.12,24.18,160.04,,984.55,,55.4,53.87,,7.03,71.0,0.19,2019-11-06 17:00:00,94.21,14.35,0,0,1,0,0,0
2232,,Nis,55.09,20.02,103.46,,985.19,,35.29,35.43,,4.58,72.0,0.62,2019-11-06 18:00:00,259.44,14.42,0,0,1,0,0,0
2233,,Nis,59.16,17.61,108.87,,985.31,,46.1,45.15,,4.75,73.0,0.07,2019-11-06 19:00:00,149.07,13.93,0,0,1,0,0,0
2234,,Nis,70.19,16.3,123.99,,984.84,,48.64,47.42,,5.65,74.0,0.28,2019-11-06 20:00:00,95.45,13.73,0,0,1,0,0,0
2235,,Nis,55.97,14.21,99.72,,984.74,,34.21,33.31,,4.41,75.0,0.05,2019-11-06 21:00:00,88.97,13.54,0,0,1,0,0,0
2236,,Nis,47.07,12.04,84.21,,985.31,,35.38,35.07,,3.86,76.0,0.25,2019-11-06 22:00:00,256.09,13.46,0,0,1,0,0,0
2237,,Nis,48.21,10.1,83.91,,985.07,,37.61,37.13,,3.97,77.0,0.31,2019-11-06 23:00:00,103.41,13.35,0,0,1,0,0,0
2238,,Nis,38.12,7.44,65.79,,984.28,,27.07,25.55,,3.22,78.0,0.38,2019-11-07 00:00:00,91.48,13.27,0,0,1,0,0,0
2239,,Nis,33.3,5.58,56.67,,983.82,,19.75,19.32,,3.1,79.0,0.22,2019-11-07 01:00:00,72.49,13.23,0,0,1,0,0,0
2240,,Nis,31.34,4.64,52.57,,983.67,,16.06,15.39,,2.99,80.0,0.07,2019-11-07 02:00:00,157.7,13.13,0,0,1,0,0,0
2241,,Nis,28.28,4.95,48.27,,983.77,,32.26,29.42,,2.86,81.0,0.49,2019-11-07 03:00:00,269.16,13.14,0,0,1,0,0,0
2242,,Nis,27.62,4.03,46.44,,983.67,,26.36,25.53,,2.84,82.0,0.15,2019-11-07 04:00:00,209.24,12.89,0,0,1,0,0,0
2243,,Nis,45.76,5.71,75.91,,983.36,,23.09,22.68,,,83.0,0.15,2019-11-07 05:00:00,96.39,12.58,0,0,1,0,0,0
2244,,Nis,,,,,983.41,,28.88,27.83,,4.94,84.0,0.24,2019-11-07 06:00:00,87.12,12.54,0,0,1,0,0,0
2245,,Nis,77.48,6.96,126.83,,984.1,,38.59,37.42,,5.63,85.0,0.18,2019-11-07 07:00:00,100.25,12.77,0,0,1,0,0,0
2246,,Nis,115.27,8.84,184.01,,984.88,,46.77,44.32,,8.16,86.0,0.17,2019-11-07 08:00:00,301.81,13.2,0,0,1,0,0,0
2247,,Nis,118.51,8.16,189.83,,985.64,,48.25,46.62,,8.29,87.0,0.17,2019-11-07 09:00:00,61.82,13.53,0,0,1,0,0,0
2248,,Nis,113.86,10.07,184.37,,985.4,,55.95,53.29,,7.73,88.0,0.31,2019-11-07 10:00:00,67.15,13.99,0,0,1,0,0,0
2249,,Nis,75.35,9.34,124.55,,985.09,,35.16,34.21,,5.24,89.0,0.23,2019-11-07 11:00:00,85.6,14.99,0,0,1,0,0,0
2250,,Nis,78.23,9.11,128.82,,985.09,,29.82,29.18,,5.2,90.0,0.06,2019-11-07 12:00:00,257.87,15.71,0,0,1,0,0,0
2251,,Nis,87.81,11.48,145.64,,984.91,,28.84,28.36,,5.57,91.0,0.07,2019-11-07 13:00:00,261.87,15.87,0,0,1,0,0,0
2252,,Nis,115.07,13.49,189.71,,985.13,,41.29,40.98,,7.55,92.0,0.02,2019-11-07 14:00:00,45.57,15.5,0,0,1,0,0,0
2253,,Nis,138.09,14.75,225.53,,985.48,,71.16,66.21,,8.9,93.0,0.03,2019-11-07 15:00:00,48.11,15.07,0,0,1,0,0,0
2254,,Nis,122.32,14.81,203.47,,985.92,,98.7,97.17,,7.33,94.0,0.05,2019-11-07 16:00:00,96.26,14.83,0,0,1,0,0,0
2255,,Nis,125.82,11.85,205.26,,986.33,,117.0,115.2,,7.72,95.0,0.15,2019-11-07 17:00:00,105.91,14.69,0,0,1,0,0,0
2256,,Nis,136.74,11.43,220.53,,986.89,,100.44,95.98,,8.2,96.0,0.06,2019-11-07 18:00:00,54.12,14.56,0,0,1,0,0,0
2257,,Nis,128.24,11.5,207.71,,986.82,,90.57,89.3,,7.58,97.0,0.16,2019-11-07 19:00:00,96.87,14.48,0,0,1,0,0,0
2258,,Nis,106.02,9.3,172.0,,986.49,,71.15,70.05,,5.98,98.0,0.16,2019-11-07 20:00:00,84.22,14.23,0,0,1,0,0,0
2259,,Nis,95.22,7.56,153.55,,986.1,,47.4,46.78,,5.27,99.0,0.25,2019-11-07 21:00:00,87.55,14.05,0,0,1,0,0,0
2260,,Nis,79.08,7.42,128.71,,985.89,,28.39,27.92,,3.76,100.0,0.19,2019-11-07 22:00:00,107.84,13.77,0,0,1,0,0,0
2261,,Nis,79.02,6.18,127.33,,985.94,,24.33,23.71,,3.95,101.0,0.05,2019-11-07 23:00:00,79.19,13.76,0,0,1,0,0,0
