,Vreme,SO2 [ug.m-3],NO2 [ug.m-3],NOX [ug.m-3],CO [mg.m-3],NO [ug.m-3],V [m/s],dd [°],P [mb],t [°C],Rh [%]
556,2019-11-26 22:00:00,6.19,93.92,252.98,1.13,103.12,0.42,250.88,964.78,9.01,76.04
557,2019-11-26 23:00:00,3.77,79.79,148.84,0.81,45.08,0.68,237.53,964.52,8.8,76.66
558,2019-11-27 00:00:00,3.31,76.52,131.94,0.69,36.25,0.58,212.48,964.51,8.21,78.26
559,2019-11-27 01:00:00,3.18,74.77,129.81,0.79,35.82,0.17,108.05,964.21,7.02,80.72
560,2019-11-27 02:00:00,3.36,71.85,127.01,0.92,36.04,0.18,291.44,964.01,5.96,83.32
561,2019-11-27 03:00:00,3.26,67.87,120.09,0.83,34.13,0.9,264.31,963.89,4.92,85.4
562,2019-11-27 04:00:00,2.89,65.11,110.23,0.66,29.46,0.81,268.4,963.83,4.84,87.13
563,2019-11-27 05:00:00,3.55,65.17,125.32,0.71,39.14,1.03,268.41,963.8,4.55,88.31
564,2019-11-27 06:00:00,4.21,67.83,155.59,0.96,57.29,0.69,275.05,964.06,4.05,89.07
565,2019-11-27 07:00:00,5.93,68.67,210.36,1.1,92.23,0.98,248.68,964.31,3.59,89.64
566,2019-11-27 08:00:00,5.88,66.95,196.64,1.2,84.24,0.53,160.59,964.7,4.11,89.71
567,2019-11-27 09:00:00,5.42,70.96,192.38,1.17,79.25,0.53,151.46,964.49,4.54,89.62
568,2019-11-27 10:00:00,5.14,72.47,181.81,1.11,71.25,0.57,166.26,963.8,5.35,88.98
569,2019-11-27 11:00:00,5.24,81.57,203.44,1.11,77.74,0.51,180.16,962.92,7.34,83.55
570,2019-11-27 12:00:00,4.93,105.95,213.29,1.18,70.11,0.69,126.21,962.05,10.01,73.09
571,2019-11-27 13:00:00,4.01,97.22,169.79,1.05,46.58,0.94,93.21,961.41,10.91,70.84
572,2019-11-27 14:00:00,3.98,98.42,168.64,1.04,45.8,1.2,94.02,961.25,11.09,69.83
573,2019-11-27 15:00:00,9.59,108.94,361.46,1.59,165.21,0.16,127.9,961.31,10.9,70.37
574,2019-11-27 16:00:00,12.35,103.33,435.18,2.5,216.03,0.14,240.71,961.48,10.13,74.12
575,2019-11-27 17:00:00,11.23,92.87,402.86,2.52,201.54,0.18,124.94,961.79,9.72,76.21
576,2019-11-27 18:00:00,13.49,65.18,449.71,3.16,249.8,0.11,241.76,961.78,8.76,79.66
577,2019-11-27 19:00:00,10.56,51.87,320.83,3.06,176.06,0.67,262.61,961.68,7.97,82.47
578,2019-11-27 20:00:00,9.6,48.28,304.12,2.86,167.05,0.23,250.1,961.91,7.7,83.0
579,2019-11-27 21:00:00,10.24,52.29,328.97,3.41,180.77,0.25,245.64,961.4,7.92,82.56
580,2019-11-27 22:00:00,8.01,49.57,255.75,3.09,134.53,0.27,253.85,961.23,8.01,81.98
581,2019-11-27 23:00:00,7.56,51.92,238.77,2.85,122.1,0.45,261.66,961.13,8.06,82.63
582,2019-11-28 00:00:00,6.63,53.12,204.1,2.72,98.64,0.21,219.72,960.82,8.26,81.99
583,2019-11-28 01:00:00,6.02,53.12,186.25,3.01,86.83,0.09,263.55,960.59,8.2,82.28
584,2019-11-28 02:00:00,5.39,53.91,163.88,2.33,71.75,0.16,177.88,960.44,7.9,83.09
585,2019-11-28 03:00:00,5.29,53.46,162.55,2.48,71.13,0.18,148.57,960.37,7.22,84.92
586,2019-11-28 04:00:00,5.25,54.47,163.38,1.82,71.01,0.16,246.95,960.39,6.7,86.23
587,2019-11-28 05:00:00,7.38,53.57,229.41,1.8,114.49,0.04,146.53,960.5,6.73,86.55
588,2019-11-28 06:00:00,9.8,58.84,305.41,1.85,160.98,0.6,263.69,960.63,6.45,87.06
589,2019-11-28 07:00:00,10.23,62.27,346.75,1.97,183.5,0.2,193.94,960.67,6.76,86.3
590,2019-11-28 08:00:00,9.56,68.61,313.03,1.98,157.67,0.44,249.55,960.48,7.92,82.68
591,2019-11-28 09:00:00,8.13,82.89,303.87,1.85,143.94,0.14,220.89,960.33,9.64,76.88
592,2019-11-28 10:00:00,8.47,99.78,340.65,1.73,157.45,0.27,229.86,960.0,10.74,73.35
593,2019-11-28 11:00:00,10.44,115.86,400.72,2.2,186.19,0.22,134.56,959.27,11.49,71.35
594,2019-11-28 12:00:00,11.46,132.89,447.65,2.51,206.0,0.26,143.35,958.55,12.14,70.2
595,2019-11-28 13:00:00,9.1,,,2.57,,0.53,112.11,958.1,12.32,70.85
596,2019-11-28 14:00:00,,150.73,509.67,2.92,234.46,0.26,160.28,958.07,12.48,71.39
597,2019-11-28 15:00:00,12.67,123.84,506.99,,250.36,0.22,124.03,958.15,11.53,81.55
598,2019-11-28 16:00:00,16.12,105.14,565.3,3.9,299.9,0.06,173.76,958.18,11.05,85.28
599,2019-11-28 17:00:00,14.76,92.31,506.22,4.19,270.23,0.11,211.0,958.32,10.68,85.89
600,2019-11-28 18:00:00,15.41,83.06,503.93,4.97,275.27,0.1,182.04,958.5,10.2,87.06
601,2019-11-28 19:00:00,15.74,83.56,506.13,5.62,276.56,0.22,257.3,958.45,9.92,87.78
602,2019-11-28 20:00:00,14.31,80.07,455.52,5.3,246.17,0.17,275.02,958.8,9.92,88.05
603,2019-11-28 21:00:00,5.73,83.54,216.92,1.17,87.2,1.75,274.3,959.59,10.33,83.9
604,2019-11-28 22:00:00,4.73,77.71,185.14,0.92,70.36,0.35,230.5,959.74,9.71,85.05
605,2019-11-28 23:00:00,4.64,74.55,169.35,1.3,61.9,0.38,111.23,959.63,9.3,87.63
606,2019-11-29 00:00:00,4.67,72.47,165.6,1.39,60.73,0.27,99.48,959.39,9.09,89.45
607,2019-11-29 01:00:00,4.3,72.51,155.52,0.85,54.23,0.26,359.73,959.66,9.26,87.94
608,2019-11-29 02:00:00,3.99,68.95,143.2,0.68,48.51,0.27,293.91,959.88,9.86,81.08
609,2019-11-29 03:00:00,3.86,71.03,140.51,0.65,45.31,1.01,307.54,960.1,10.05,77.98
610,2019-11-29 04:00:00,3.58,71.58,139.61,0.69,44.32,0.82,308.18,960.41,10.02,76.41
611,2019-11-29 05:00:00,4.17,77.84,162.85,0.77,55.06,0.7,311.18,960.81,9.82,76.28
612,2019-11-29 06:00:00,5.96,88.87,236.82,1.46,96.03,0.39,323.65,961.05,9.97,74.94
613,2019-11-29 07:00:00,7.83,88.87,296.99,1.54,135.35,0.32,120.94,961.4,9.49,79.34
614,2019-11-29 08:00:00,6.21,90.31,239.78,1.05,96.98,1.03,272.6,961.53,10.33,75.48
615,2019-11-29 09:00:00,3.81,100.58,181.31,0.63,52.64,2.38,292.28,961.84,11.81,65.84
616,2019-11-29 10:00:00,3.71,115.77,190.37,0.63,48.06,2.67,291.64,962.16,12.48,62.71
617,2019-11-29 11:00:00,3.69,138.02,230.76,0.66,59.22,2.98,273.05,961.82,13.71,58.42
618,2019-11-29 12:00:00,3.18,130.48,206.05,0.63,48.34,3.26,276.69,961.71,14.56,52.41
619,2019-11-29 13:00:00,3.61,117.34,190.18,0.63,48.08,3.75,275.64,961.52,14.81,50.52
620,2019-11-29 14:00:00,3.31,104.48,169.74,0.7,42.55,2.53,277.81,961.51,15.29,47.77
621,2019-11-29 15:00:00,8.39,115.88,339.84,1.36,145.85,0.14,131.88,961.89,13.7,54.52
622,2019-11-29 16:00:00,12.81,113.53,461.04,2.39,225.53,0.23,265.49,962.52,11.44,65.45
623,2019-11-29 17:00:00,8.59,102.07,314.42,2.33,138.88,0.36,287.26,962.8,10.08,69.49
624,2019-11-29 18:00:00,10.99,98.84,390.99,2.87,189.95,0.35,271.45,963.05,8.91,73.15
625,2019-11-29 19:00:00,10.43,87.96,357.31,2.58,176.25,0.55,261.1,963.34,7.88,75.62
626,2019-11-29 20:00:00,10.47,86.62,363.49,2.3,180.71,0.41,249.66,963.36,7.4,77.29
627,2019-11-29 21:00:00,10.36,80.64,357.04,2.81,180.54,0.27,242.59,963.17,7.89,76.66
628,2019-11-29 22:00:00,9.43,80.3,316.59,2.25,156.33,0.6,268.89,963.44,8.0,79.06
629,2019-11-29 23:00:00,6.93,72.57,247.56,1.78,113.89,0.14,142.41,963.33,8.42,85.09
630,2019-11-30 00:00:00,5.74,70.43,203.5,2.01,87.01,0.11,235.66,963.08,8.23,88.29
631,2019-11-30 01:00:00,4.65,69.11,169.48,1.49,65.76,0.27,121.81,963.01,8.38,88.99
632,2019-11-30 02:00:00,3.92,66.79,141.68,0.92,48.81,0.39,257.03,963.62,8.26,89.82
633,2019-11-30 03:00:00,3.35,66.71,138.99,0.8,47.19,0.32,238.93,963.98,7.97,90.59
634,2019-11-30 04:00:00,3.33,68.17,133.98,0.66,42.84,0.23,201.99,964.69,7.46,89.91
635,2019-11-30 05:00:00,3.98,70.63,158.48,0.73,57.26,0.5,265.79,965.51,7.55,89.43
636,2019-11-30 06:00:00,4.17,74.92,172.28,0.67,62.91,0.76,294.21,967.19,7.47,87.03
637,2019-11-30 07:00:00,3.45,73.89,145.51,0.66,46.86,0.75,308.11,969.27,6.81,79.8
638,2019-11-30 08:00:00,4.3,85.84,191.45,0.66,69.5,2.42,268.89,971.08,6.06,77.7
639,2019-11-30 09:00:00,3.41,81.9,162.14,0.77,52.19,2.09,263.44,972.49,5.59,73.37
640,2019-11-30 10:00:00,3.45,94.26,183.51,0.77,58.66,2.49,268.85,973.25,6.2,68.59
641,2019-11-30 11:00:00,3.25,96.94,175.46,0.86,51.31,2.21,267.13,973.33,6.23,65.37
642,2019-11-30 12:00:00,2.92,98.01,172.99,0.72,48.89,2.53,256.66,973.31,6.75,59.39
643,2019-11-30 13:00:00,2.84,95.58,166.2,0.88,46.13,2.2,270.13,973.29,6.95,54.62
644,2019-11-30 14:00:00,3.59,101.36,190.71,1.02,58.34,1.31,255.83,973.57,6.64,56.2
645,2019-11-30 15:00:00,5.02,111.05,247.73,1.1,89.39,1.21,255.33,973.94,6.37,56.81
646,2019-11-30 16:00:00,3.42,99.48,193.27,1.06,61.44,1.58,268.49,974.46,6.17,54.24
647,2019-11-30 17:00:00,2.92,96.06,165.58,1.21,45.38,1.25,291.18,974.98,5.42,56.31
648,2019-11-30 18:00:00,2.66,91.34,161.16,1.21,45.48,1.04,297.2,975.47,4.33,60.44
649,2019-11-30 19:00:00,3.28,90.37,174.91,1.62,55.16,0.35,259.85,976.12,3.11,65.32
650,2019-11-30 20:00:00,4.88,88.73,210.59,1.88,79.68,0.42,255.78,976.71,2.13,71.56
651,2019-11-30 21:00:00,3.93,81.23,180.01,1.85,64.02,0.36,119.55,977.11,1.44,75.04
652,2019-11-30 22:00:00,5.55,80.89,230.24,1.89,94.84,0.33,118.95,977.27,1.09,77.57
653,2019-11-30 23:00:00,3.7,73.24,163.87,1.7,59.46,0.25,119.21,977.59,0.9,76.95
654,2019-12-01 00:00:00,3.4,71.09,158.9,1.44,57.03,0.15,164.81,977.52,0.28,79.28
655,2019-12-01 01:00:00,3.29,67.12,141.64,1.65,48.69,0.41,132.34,977.54,-0.2,80.67
656,2019-12-01 02:00:00,2.9,63.81,126.16,1.53,40.63,0.32,125.61,977.74,-0.48,80.67
657,2019-12-01 03:00:00,2.66,62.79,121.68,0.99,38.19,1.08,265.16,977.93,-0.88,78.68
658,2019-12-01 04:00:00,1.07,57.04,96.36,0.65,25.66,1.1,288.2,978.12,-1.19,76.06
659,2019-12-01 05:00:00,1.71,58.78,103.05,0.64,28.87,0.81,275.84,978.4,-1.43,74.91
660,2019-12-01 06:00:00,2.88,63.61,134.77,0.78,46.67,0.29,203.51,978.56,-1.9,76.77
661,2019-12-01 07:00:00,2.35,62.78,119.66,0.86,36.92,0.66,244.83,978.68,-2.04,76.65
662,2019-12-01 08:00:00,3.03,73.03,147.72,0.97,48.27,0.28,215.45,978.66,-0.98,73.8
663,2019-12-01 09:00:00,2.9,76.75,148.22,1.03,46.66,0.37,176.4,978.91,0.26,69.95
664,2019-12-01 10:00:00,2.3,79.58,137.03,1.02,37.13,0.83,120.23,978.34,2.9,64.17
665,2019-12-01 11:00:00,2.17,76.73,127.25,1.04,33.01,0.87,114.74,977.61,4.35,60.13
666,2019-12-01 12:00:00,2.23,80.32,127.4,0.93,30.78,0.69,126.2,976.9,5.81,55.37
667,2019-12-01 13:00:00,3.14,88.22,152.28,1.02,42.04,0.61,148.36,976.12,6.51,48.58
668,2019-12-01 14:00:00,4.88,,,1.29,,0.42,140.74,975.87,5.08,53.74
669,2019-12-01 15:00:00,,106.32,298.12,1.71,125.63,0.24,136.48,975.95,3.71,60.73
670,2019-12-01 16:00:00,5.93,101.73,281.52,,116.47,0.43,259.5,976.0,2.52,64.7
671,2019-12-01 17:00:00,5.62,96.89,247.63,1.8,98.03,0.61,261.3,976.4,1.5,68.98
672,2019-12-01 18:00:00,5.95,95.22,248.44,2.08,99.68,0.5,249.17,976.36,0.96,71.24
673,2019-12-01 19:00:00,5.25,84.22,220.88,2.17,89.15,0.2,214.38,976.27,0.8,72.73
674,2019-12-01 20:00:00,6.13,84.13,245.97,2.25,104.98,0.56,249.19,976.12,0.48,73.81
675,2019-12-01 21:00:00,5.76,78.11,226.15,2.3,96.71,0.18,215.22,976.07,0.15,75.26
676,2019-12-01 22:00:00,7.97,83.19,302.21,1.93,143.28,0.69,256.23,975.88,-0.09,76.32
677,2019-12-01 23:00:00,3.2,71.0,141.03,1.68,45.68,0.31,195.05,975.73,0.32,75.17
678,2019-12-02 00:00:00,2.57,68.6,126.19,1.59,37.63,0.54,241.91,975.08,0.67,73.8
679,2019-12-02 01:00:00,2.28,67.59,112.9,1.52,29.48,0.36,194.36,974.65,0.83,73.9
680,2019-12-02 02:00:00,2.81,69.83,120.74,2.18,33.24,0.54,114.88,974.03,1.1,74.18
681,2019-12-02 03:00:00,2.87,69.26,122.37,2.22,34.69,0.42,115.07,973.19,1.08,76.34
682,2019-12-02 04:00:00,3.39,71.08,141.38,1.98,45.62,0.16,172.46,972.93,1.21,77.18
683,2019-12-02 05:00:00,4.6,73.45,182.0,2.04,70.98,0.46,134.87,972.13,1.36,78.79
684,2019-12-02 06:00:00,3.79,70.26,152.32,1.98,53.56,0.74,91.67,971.72,1.32,80.06
685,2019-12-02 07:00:00,4.88,69.93,178.27,2.04,69.72,0.59,108.92,971.3,1.48,80.44
686,2019-12-02 08:00:00,6.76,76.77,248.73,2.28,111.87,0.33,169.38,971.14,1.99,79.9
687,2019-12-02 09:00:00,6.99,80.31,255.19,2.41,114.06,0.61,121.07,970.88,2.45,79.92
688,2019-12-02 10:00:00,4.51,80.26,188.21,2.02,70.59,0.95,95.69,970.6,2.76,79.0
689,2019-12-02 11:00:00,4.66,80.01,187.99,1.94,70.83,0.79,95.97,969.8,3.28,78.27
690,2019-12-02 12:00:00,4.09,84.81,169.91,1.92,55.85,1.39,101.03,969.02,3.87,77.04
691,2019-12-02 13:00:00,4.39,82.46,178.42,1.97,62.54,0.93,106.98,968.64,4.2,76.83
692,2019-12-02 14:00:00,7.6,83.5,279.73,2.36,127.12,0.38,124.62,968.4,4.55,77.3
693,2019-12-02 15:00:00,10.87,93.05,396.91,3.02,197.12,0.4,135.91,968.58,4.98,77.17
694,2019-12-02 16:00:00,12.9,87.29,449.47,3.96,234.43,0.15,180.08,969.16,5.42,77.91
695,2019-12-02 17:00:00,12.97,93.18,427.14,4.53,219.51,0.36,260.66,970.42,5.98,81.28
696,2019-12-02 18:00:00,5.01,103.99,213.25,0.99,71.56,3.72,270.82,972.28,6.18,82.39
697,2019-12-02 19:00:00,3.73,85.45,174.74,0.99,58.36,2.42,266.41,973.64,4.61,82.74
698,2019-12-02 20:00:00,3.86,80.67,171.87,0.99,59.88,1.87,265.32,974.61,3.89,82.83
699,2019-12-02 21:00:00,3.07,78.14,152.96,0.85,48.82,2.1,261.93,975.17,3.25,84.27
700,2019-12-02 22:00:00,3.33,81.91,172.95,0.79,58.88,2.31,268.48,975.57,2.98,84.22
701,2019-12-02 23:00:00,2.46,76.75,135.29,0.73,38.26,2.25,269.78,975.89,2.74,83.4
702,2019-12-03 00:00:00,2.33,74.02,126.21,0.73,34.14,2.19,271.06,975.91,2.34,81.49
703,2019-12-03 01:00:00,2.0,69.92,115.56,0.67,29.78,1.64,262.36,976.1,2.02,80.54
704,2019-12-03 02:00:00,2.24,72.67,115.21,0.6,27.77,2.05,264.22,976.28,1.83,81.0
705,2019-12-03 03:00:00,1.86,69.57,107.79,0.57,24.96,1.8,257.64,976.36,1.47,82.89
706,2019-12-03 04:00:00,1.66,70.08,108.39,0.55,24.97,1.56,268.6,976.58,1.16,82.12
707,2019-12-03 05:00:00,2.33,74.05,131.63,0.66,37.43,0.83,243.39,976.71,0.88,83.49
708,2019-12-03 06:00:00,3.27,77.98,168.04,0.85,57.74,0.98,252.73,977.3,0.78,84.24
709,2019-12-03 07:00:00,3.99,81.74,185.34,1.01,67.95,0.94,252.51,977.72,0.58,86.67
710,2019-12-03 08:00:00,3.41,79.51,166.78,0.94,57.02,0.98,261.35,978.18,0.48,88.14
711,2019-12-03 09:00:00,3.18,79.89,166.99,0.92,56.42,1.0,254.4,978.75,0.76,86.63
712,2019-12-03 10:00:00,4.31,85.85,210.47,1.14,79.21,0.74,248.89,978.82,1.15,86.57
713,2019-12-03 11:00:00,4.1,86.89,196.49,1.01,69.84,1.86,269.01,978.35,1.51,83.18
714,2019-12-03 12:00:00,3.67,91.19,183.55,0.87,60.33,2.25,269.44,978.02,1.79,78.57
715,2019-12-03 13:00:00,3.97,93.11,202.97,0.93,72.37,1.65,262.73,977.53,2.04,77.12
716,2019-12-03 14:00:00,3.78,97.58,196.82,0.99,65.62,1.85,266.4,977.48,2.06,75.66
717,2019-12-03 15:00:00,5.01,104.92,241.68,1.0,87.87,1.6,256.18,977.87,1.93,75.04
718,2019-12-03 16:00:00,4.85,102.02,230.09,1.13,84.35,1.23,254.92,978.02,1.71,75.92
719,2019-12-03 17:00:00,3.94,96.2,197.23,1.12,65.77,1.1,265.52,978.5,1.63,76.94
